Produkti,KohaDites,Shitjet,Data
UJE SPRING,Mengjes,41,8/30/2021
UJE SPRING,Mesdite,19,8/30/2021
UJE SPRING,Mbremje,42,8/30/2021
Golden Eagle,Mengjes,30,8/31/2021
Golden Eagle,Mesdite,15,8/31/2021
Golden Eagle,Mbremje,40,8/31/2021
Birra Peja,Mengjes,14,8/31/2021
Birra Peja,Mesdite,44,8/31/2021
Birra Peja,Mbremje,6,8/31/2021
Lasko,Mengjes,41,8/31/2021
Lasko,Mesdite,26,8/31/2021
Lasko,Mbremje,35,8/31/2021
B52,Mengjes,26,8/31/2021
B52,Mesdite,23,8/31/2021
B52,Mbremje,8,8/31/2021
VIPA,Mengjes,46,8/31/2021
VIPA,Mesdite,19,8/31/2021
VIPA,Mbremje,1,8/31/2021
DR GERARD,Mengjes,27,8/31/2021
DR GERARD,Mesdite,11,8/31/2021
DR GERARD,Mbremje,15,8/31/2021
BRAVO,Mengjes,15,8/31/2021
BRAVO,Mesdite,35,8/31/2021
BRAVO,Mbremje,43,8/31/2021
JANA,Mengjes,11,8/31/2021
JANA,Mesdite,20,8/31/2021
JANA,Mbremje,50,8/31/2021
UJE RUGOVE,Mengjes,33,8/31/2021
UJE RUGOVE,Mesdite,13,8/31/2021
UJE RUGOVE,Mbremje,36,8/31/2021
UJE SPRING,Mengjes,4,8/31/2021
UJE SPRING,Mesdite,8,8/31/2021
UJE SPRING,Mbremje,2,8/31/2021
Golden Eagle,Mengjes,50,9/1/2021
Golden Eagle,Mesdite,9,9/1/2021
Golden Eagle,Mbremje,49,9/1/2021
Birra Peja,Mengjes,45,9/1/2021
Birra Peja,Mesdite,33,9/1/2021
Birra Peja,Mbremje,7,9/1/2021
Lasko,Mengjes,43,9/1/2021
Lasko,Mesdite,42,9/1/2021
Lasko,Mbremje,26,9/1/2021
B52,Mengjes,32,9/1/2021
B52,Mesdite,37,9/1/2021
B52,Mbremje,7,9/1/2021
VIPA,Mengjes,29,9/1/2021
VIPA,Mesdite,14,9/1/2021
VIPA,Mbremje,21,9/1/2021
DR GERARD,Mengjes,45,9/1/2021
DR GERARD,Mesdite,26,9/1/2021
DR GERARD,Mbremje,50,9/1/2021
BRAVO,Mengjes,31,9/1/2021
BRAVO,Mesdite,27,9/1/2021
BRAVO,Mbremje,4,9/1/2021
JANA,Mengjes,41,9/1/2021
JANA,Mesdite,2,9/1/2021
JANA,Mbremje,28,9/1/2021
UJE RUGOVE,Mengjes,43,9/1/2021
UJE RUGOVE,Mesdite,49,9/1/2021
UJE RUGOVE,Mbremje,20,9/1/2021
UJE SPRING,Mengjes,33,9/1/2021
UJE SPRING,Mesdite,4,9/1/2021
UJE SPRING,Mbremje,44,9/1/2021
Golden Eagle,Mengjes,34,9/2/2021
Golden Eagle,Mesdite,31,9/2/2021
Golden Eagle,Mbremje,33,9/2/2021
Birra Peja,Mengjes,4,9/2/2021
Birra Peja,Mesdite,17,9/2/2021
Birra Peja,Mbremje,48,9/2/2021
Lasko,Mengjes,7,9/2/2021
Lasko,Mesdite,4,9/2/2021
Lasko,Mbremje,23,9/2/2021
B52,Mengjes,31,9/2/2021
B52,Mesdite,5,9/2/2021
B52,Mbremje,42,9/2/2021
VIPA,Mengjes,1,9/2/2021
VIPA,Mesdite,41,9/2/2021
VIPA,Mbremje,7,9/2/2021
DR GERARD,Mengjes,21,9/2/2021
DR GERARD,Mesdite,34,9/2/2021
DR GERARD,Mbremje,10,9/2/2021
BRAVO,Mengjes,23,9/2/2021
BRAVO,Mesdite,13,9/2/2021
BRAVO,Mbremje,43,9/2/2021
JANA,Mengjes,47,9/2/2021
JANA,Mesdite,6,9/2/2021
JANA,Mbremje,35,9/2/2021
UJE RUGOVE,Mengjes,8,9/2/2021
UJE RUGOVE,Mesdite,46,9/2/2021
UJE RUGOVE,Mbremje,14,9/2/2021
UJE SPRING,Mengjes,1,9/2/2021
UJE SPRING,Mesdite,23,9/2/2021
UJE SPRING,Mbremje,46,9/2/2021
Golden Eagle,Mengjes,24,9/3/2021
Golden Eagle,Mesdite,48,9/3/2021
Golden Eagle,Mbremje,27,9/3/2021
Birra Peja,Mengjes,48,9/3/2021
Birra Peja,Mesdite,3,9/3/2021
Birra Peja,Mbremje,44,9/3/2021
Lasko,Mengjes,49,9/3/2021
Lasko,Mesdite,15,9/3/2021
Lasko,Mbremje,46,9/3/2021
B52,Mengjes,26,9/3/2021
B52,Mesdite,15,9/3/2021
B52,Mbremje,21,9/3/2021
VIPA,Mengjes,9,9/3/2021
VIPA,Mesdite,15,9/3/2021
VIPA,Mbremje,29,9/3/2021
DR GERARD,Mengjes,3,9/3/2021
DR GERARD,Mesdite,8,9/3/2021
DR GERARD,Mbremje,34,9/3/2021
BRAVO,Mengjes,35,9/3/2021
BRAVO,Mesdite,29,9/3/2021
BRAVO,Mbremje,47,9/3/2021
JANA,Mengjes,11,9/3/2021
JANA,Mesdite,42,9/3/2021
JANA,Mbremje,39,9/3/2021
UJE RUGOVE,Mengjes,20,9/3/2021
UJE RUGOVE,Mesdite,37,9/3/2021
UJE RUGOVE,Mbremje,31,9/3/2021
UJE SPRING,Mengjes,15,9/3/2021
UJE SPRING,Mesdite,5,9/3/2021
UJE SPRING,Mbremje,12,9/3/2021
Golden Eagle,Mengjes,29,9/4/2021
Golden Eagle,Mesdite,37,9/4/2021
Golden Eagle,Mbremje,22,9/4/2021
Birra Peja,Mengjes,27,9/4/2021
Birra Peja,Mesdite,50,9/4/2021
Birra Peja,Mbremje,13,9/4/2021
Lasko,Mengjes,14,9/4/2021
Lasko,Mesdite,2,9/4/2021
Lasko,Mbremje,10,9/4/2021
B52,Mengjes,14,9/4/2021
B52,Mesdite,13,9/4/2021
B52,Mbremje,29,9/4/2021
VIPA,Mengjes,39,9/4/2021
VIPA,Mesdite,29,9/4/2021
VIPA,Mbremje,35,9/4/2021
DR GERARD,Mengjes,34,9/4/2021
DR GERARD,Mesdite,7,9/4/2021
DR GERARD,Mbremje,8,9/4/2021
BRAVO,Mengjes,5,9/4/2021
BRAVO,Mesdite,11,9/4/2021
BRAVO,Mbremje,45,9/4/2021
JANA,Mengjes,34,9/4/2021
JANA,Mesdite,13,9/4/2021
JANA,Mbremje,3,9/4/2021
UJE RUGOVE,Mengjes,1,9/4/2021
UJE RUGOVE,Mesdite,17,9/4/2021
UJE RUGOVE,Mbremje,44,9/4/2021
UJE SPRING,Mengjes,36,9/4/2021
UJE SPRING,Mesdite,12,9/4/2021
UJE SPRING,Mbremje,45,9/4/2021
Golden Eagle,Mengjes,38,9/5/2021
Golden Eagle,Mesdite,8,9/5/2021
Golden Eagle,Mbremje,49,9/5/2021
Birra Peja,Mengjes,18,9/5/2021
Birra Peja,Mesdite,39,9/5/2021
Birra Peja,Mbremje,35,9/5/2021
Lasko,Mengjes,17,9/5/2021
Lasko,Mesdite,3,9/5/2021
Lasko,Mbremje,44,9/5/2021
B52,Mengjes,44,9/5/2021
B52,Mesdite,41,9/5/2021
B52,Mbremje,21,9/5/2021
VIPA,Mengjes,38,9/5/2021
VIPA,Mesdite,9,9/5/2021
VIPA,Mbremje,40,9/5/2021
DR GERARD,Mengjes,7,9/5/2021
DR GERARD,Mesdite,30,9/5/2021
DR GERARD,Mbremje,39,9/5/2021
BRAVO,Mengjes,37,9/5/2021
BRAVO,Mesdite,36,9/5/2021
BRAVO,Mbremje,33,9/5/2021
JANA,Mengjes,26,9/5/2021
JANA,Mesdite,41,9/5/2021
JANA,Mbremje,1,9/5/2021
UJE RUGOVE,Mengjes,36,9/5/2021
UJE RUGOVE,Mesdite,43,9/5/2021
UJE RUGOVE,Mbremje,46,9/5/2021
UJE SPRING,Mengjes,2,9/5/2021
UJE SPRING,Mesdite,39,9/5/2021
UJE SPRING,Mbremje,32,9/5/2021
Golden Eagle,Mengjes,1,9/6/2021
Golden Eagle,Mesdite,23,9/6/2021
Golden Eagle,Mbremje,48,9/6/2021
Birra Peja,Mengjes,34,9/6/2021
Birra Peja,Mesdite,2,9/6/2021
Birra Peja,Mbremje,28,9/6/2021
Lasko,Mengjes,4,9/6/2021
Lasko,Mesdite,18,9/6/2021
Lasko,Mbremje,1,9/6/2021
B52,Mengjes,29,9/6/2021
B52,Mesdite,29,9/6/2021
B52,Mbremje,22,9/6/2021
VIPA,Mengjes,25,9/6/2021
VIPA,Mesdite,3,9/6/2021
VIPA,Mbremje,47,9/6/2021
DR GERARD,Mengjes,9,9/6/2021
DR GERARD,Mesdite,23,9/6/2021
DR GERARD,Mbremje,7,9/6/2021
BRAVO,Mengjes,28,9/6/2021
BRAVO,Mesdite,19,9/6/2021
BRAVO,Mbremje,17,9/6/2021
JANA,Mengjes,9,9/6/2021
JANA,Mesdite,41,9/6/2021
JANA,Mbremje,39,9/6/2021
UJE RUGOVE,Mengjes,10,9/6/2021
UJE RUGOVE,Mesdite,43,9/6/2021
UJE RUGOVE,Mbremje,6,9/6/2021
UJE SPRING,Mengjes,29,9/6/2021
UJE SPRING,Mesdite,32,9/6/2021
UJE SPRING,Mbremje,24,9/6/2021
Golden Eagle,Mengjes,31,9/7/2021
Golden Eagle,Mesdite,24,9/7/2021
Golden Eagle,Mbremje,10,9/7/2021
Birra Peja,Mengjes,14,9/7/2021
Birra Peja,Mesdite,37,9/7/2021
Birra Peja,Mbremje,19,9/7/2021
Lasko,Mengjes,1,9/7/2021
Lasko,Mesdite,10,9/7/2021
Lasko,Mbremje,10,9/7/2021
B52,Mengjes,3,9/7/2021
B52,Mesdite,28,9/7/2021
B52,Mbremje,17,9/7/2021
VIPA,Mengjes,12,9/7/2021
VIPA,Mesdite,20,9/7/2021
VIPA,Mbremje,39,9/7/2021
DR GERARD,Mengjes,6,9/7/2021
DR GERARD,Mesdite,8,9/7/2021
DR GERARD,Mbremje,22,9/7/2021
BRAVO,Mengjes,13,9/7/2021
BRAVO,Mesdite,49,9/7/2021
BRAVO,Mbremje,1,9/7/2021
JANA,Mengjes,17,9/7/2021
JANA,Mesdite,46,9/7/2021
JANA,Mbremje,33,9/7/2021
UJE RUGOVE,Mengjes,48,9/7/2021
UJE RUGOVE,Mesdite,2,9/7/2021
UJE RUGOVE,Mbremje,11,9/7/2021
UJE SPRING,Mengjes,7,9/7/2021
UJE SPRING,Mesdite,37,9/7/2021
UJE SPRING,Mbremje,5,9/7/2021
Golden Eagle,Mengjes,45,9/8/2021
Golden Eagle,Mesdite,26,9/8/2021
Golden Eagle,Mbremje,18,9/8/2021
Birra Peja,Mengjes,20,9/8/2021
Birra Peja,Mesdite,1,9/8/2021
Birra Peja,Mbremje,20,9/8/2021
Lasko,Mengjes,29,9/8/2021
Lasko,Mesdite,36,9/8/2021
Lasko,Mbremje,8,9/8/2021
B52,Mengjes,34,9/8/2021
B52,Mesdite,6,9/8/2021
B52,Mbremje,20,9/8/2021
VIPA,Mengjes,2,9/8/2021
VIPA,Mesdite,28,9/8/2021
VIPA,Mbremje,10,9/8/2021
DR GERARD,Mengjes,34,9/8/2021
DR GERARD,Mesdite,47,9/8/2021
DR GERARD,Mbremje,45,9/8/2021
BRAVO,Mengjes,43,9/8/2021
BRAVO,Mesdite,39,9/8/2021
BRAVO,Mbremje,39,9/8/2021
JANA,Mengjes,10,9/8/2021
JANA,Mesdite,35,9/8/2021
JANA,Mbremje,45,9/8/2021
UJE RUGOVE,Mengjes,40,9/8/2021
UJE RUGOVE,Mesdite,20,9/8/2021
UJE RUGOVE,Mbremje,8,9/8/2021
UJE SPRING,Mengjes,1,9/8/2021
UJE SPRING,Mesdite,28,9/8/2021
UJE SPRING,Mbremje,29,9/8/2021
Golden Eagle,Mengjes,26,9/9/2021
Golden Eagle,Mesdite,48,9/9/2021
Golden Eagle,Mbremje,25,9/9/2021
Birra Peja,Mengjes,21,9/9/2021
Birra Peja,Mesdite,20,9/9/2021
Birra Peja,Mbremje,48,9/9/2021
Lasko,Mengjes,7,9/9/2021
Lasko,Mesdite,33,9/9/2021
Lasko,Mbremje,25,9/9/2021
B52,Mengjes,30,9/9/2021
B52,Mesdite,28,9/9/2021
B52,Mbremje,41,9/9/2021
VIPA,Mengjes,28,9/9/2021
VIPA,Mesdite,50,9/9/2021
VIPA,Mbremje,48,9/9/2021
DR GERARD,Mengjes,32,9/9/2021
DR GERARD,Mesdite,48,9/9/2021
DR GERARD,Mbremje,13,9/9/2021
BRAVO,Mengjes,42,9/9/2021
BRAVO,Mesdite,36,9/9/2021
BRAVO,Mbremje,40,9/9/2021
JANA,Mengjes,43,9/9/2021
JANA,Mesdite,40,9/9/2021
JANA,Mbremje,11,9/9/2021
UJE RUGOVE,Mengjes,13,9/9/2021
UJE RUGOVE,Mesdite,10,9/9/2021
UJE RUGOVE,Mbremje,24,9/9/2021
UJE SPRING,Mengjes,42,9/9/2021
UJE SPRING,Mesdite,48,9/9/2021
UJE SPRING,Mbremje,25,9/9/2021
Golden Eagle,Mengjes,16,9/10/2021
Golden Eagle,Mesdite,25,9/10/2021
Golden Eagle,Mbremje,38,9/10/2021
Birra Peja,Mengjes,17,9/10/2021
Birra Peja,Mesdite,49,9/10/2021
Birra Peja,Mbremje,44,9/10/2021
Lasko,Mengjes,49,9/10/2021
Lasko,Mesdite,16,9/10/2021
Lasko,Mbremje,17,9/10/2021
B52,Mengjes,18,9/10/2021
B52,Mesdite,9,9/10/2021
B52,Mbremje,26,9/10/2021
VIPA,Mengjes,2,9/10/2021
VIPA,Mesdite,36,9/10/2021
VIPA,Mbremje,44,9/10/2021
DR GERARD,Mengjes,47,9/10/2021
DR GERARD,Mesdite,36,9/10/2021
DR GERARD,Mbremje,4,9/10/2021
BRAVO,Mengjes,43,9/10/2021
BRAVO,Mesdite,8,9/10/2021
BRAVO,Mbremje,12,9/10/2021
JANA,Mengjes,26,9/10/2021
JANA,Mesdite,43,9/10/2021
JANA,Mbremje,16,9/10/2021
UJE RUGOVE,Mengjes,45,9/10/2021
UJE RUGOVE,Mesdite,39,9/10/2021
UJE RUGOVE,Mbremje,29,9/10/2021
UJE SPRING,Mengjes,20,9/10/2021
UJE SPRING,Mesdite,33,9/10/2021
UJE SPRING,Mbremje,43,9/10/2021
Golden Eagle,Mengjes,44,9/11/2021
Golden Eagle,Mesdite,23,9/11/2021
Golden Eagle,Mbremje,37,9/11/2021
Birra Peja,Mengjes,11,9/11/2021
Birra Peja,Mesdite,26,9/11/2021
Birra Peja,Mbremje,1,9/11/2021
Lasko,Mengjes,47,9/11/2021
Lasko,Mesdite,8,9/11/2021
Lasko,Mbremje,13,9/11/2021
B52,Mengjes,50,9/11/2021
B52,Mesdite,30,9/11/2021
B52,Mbremje,46,9/11/2021
VIPA,Mengjes,45,9/11/2021
VIPA,Mesdite,17,9/11/2021
VIPA,Mbremje,26,9/11/2021
DR GERARD,Mengjes,29,9/11/2021
DR GERARD,Mesdite,27,9/11/2021
DR GERARD,Mbremje,21,9/11/2021
BRAVO,Mengjes,46,9/11/2021
BRAVO,Mesdite,3,9/11/2021
BRAVO,Mbremje,35,9/11/2021
JANA,Mengjes,1,9/11/2021
JANA,Mesdite,13,9/11/2021
JANA,Mbremje,47,9/11/2021
UJE RUGOVE,Mengjes,25,9/11/2021
UJE RUGOVE,Mesdite,9,9/11/2021
UJE RUGOVE,Mbremje,6,9/11/2021
UJE SPRING,Mengjes,50,9/11/2021
UJE SPRING,Mesdite,6,9/11/2021
UJE SPRING,Mbremje,14,9/11/2021
Golden Eagle,Mengjes,40,9/12/2021
Golden Eagle,Mesdite,15,9/12/2021
Golden Eagle,Mbremje,45,9/12/2021
Birra Peja,Mengjes,14,9/12/2021
Birra Peja,Mesdite,31,9/12/2021
Birra Peja,Mbremje,19,9/12/2021
Lasko,Mengjes,24,9/12/2021
Lasko,Mesdite,5,9/12/2021
Lasko,Mbremje,10,9/12/2021
B52,Mengjes,4,9/12/2021
B52,Mesdite,37,9/12/2021
B52,Mbremje,30,9/12/2021
VIPA,Mengjes,26,9/12/2021
VIPA,Mesdite,18,9/12/2021
VIPA,Mbremje,18,9/12/2021
DR GERARD,Mengjes,39,9/12/2021
DR GERARD,Mesdite,31,9/12/2021
DR GERARD,Mbremje,4,9/12/2021
BRAVO,Mengjes,17,9/12/2021
BRAVO,Mesdite,33,9/12/2021
BRAVO,Mbremje,8,9/12/2021
JANA,Mengjes,33,9/12/2021
JANA,Mesdite,10,9/12/2021
JANA,Mbremje,39,9/12/2021
UJE RUGOVE,Mengjes,3,9/12/2021
UJE RUGOVE,Mesdite,50,9/12/2021
UJE RUGOVE,Mbremje,24,9/12/2021
UJE SPRING,Mengjes,31,9/12/2021
UJE SPRING,Mesdite,33,9/12/2021
UJE SPRING,Mbremje,11,9/12/2021
Golden Eagle,Mengjes,2,9/13/2021
Golden Eagle,Mesdite,17,9/13/2021
Golden Eagle,Mbremje,8,9/13/2021
Birra Peja,Mengjes,8,9/13/2021
Birra Peja,Mesdite,13,9/13/2021
Birra Peja,Mbremje,3,9/13/2021
Lasko,Mengjes,14,9/13/2021
Lasko,Mesdite,20,9/13/2021
Lasko,Mbremje,45,9/13/2021
B52,Mengjes,18,9/13/2021
B52,Mesdite,25,9/13/2021
B52,Mbremje,47,9/13/2021
VIPA,Mengjes,22,9/13/2021
VIPA,Mesdite,48,9/13/2021
VIPA,Mbremje,15,9/13/2021
DR GERARD,Mengjes,30,9/13/2021
DR GERARD,Mesdite,22,9/13/2021
DR GERARD,Mbremje,39,9/13/2021
BRAVO,Mengjes,22,9/13/2021
BRAVO,Mesdite,22,9/13/2021
BRAVO,Mbremje,25,9/13/2021
JANA,Mengjes,28,9/13/2021
JANA,Mesdite,4,9/13/2021
JANA,Mbremje,2,9/13/2021
UJE RUGOVE,Mengjes,48,9/13/2021
UJE RUGOVE,Mesdite,3,9/13/2021
UJE RUGOVE,Mbremje,16,9/13/2021
UJE SPRING,Mengjes,46,9/13/2021
UJE SPRING,Mesdite,16,9/13/2021
UJE SPRING,Mbremje,15,9/13/2021
Golden Eagle,Mengjes,27,9/14/2021
Golden Eagle,Mesdite,49,9/14/2021
Golden Eagle,Mbremje,13,9/14/2021
Birra Peja,Mengjes,49,9/14/2021
Birra Peja,Mesdite,15,9/14/2021
Birra Peja,Mbremje,2,9/14/2021
Lasko,Mengjes,39,9/14/2021
Lasko,Mesdite,26,9/14/2021
Lasko,Mbremje,11,9/14/2021
B52,Mengjes,32,9/14/2021
B52,Mesdite,44,9/14/2021
B52,Mbremje,33,9/14/2021
VIPA,Mengjes,14,9/14/2021
VIPA,Mesdite,50,9/14/2021
VIPA,Mbremje,5,9/14/2021
DR GERARD,Mengjes,22,9/14/2021
DR GERARD,Mesdite,38,9/14/2021
DR GERARD,Mbremje,13,9/14/2021
BRAVO,Mengjes,12,9/14/2021
BRAVO,Mesdite,30,9/14/2021
BRAVO,Mbremje,30,9/14/2021
JANA,Mengjes,13,9/14/2021
JANA,Mesdite,2,9/14/2021
JANA,Mbremje,41,9/14/2021
UJE RUGOVE,Mengjes,14,9/14/2021
UJE RUGOVE,Mesdite,39,9/14/2021
UJE RUGOVE,Mbremje,33,9/14/2021
UJE SPRING,Mengjes,29,9/14/2021
UJE SPRING,Mesdite,26,9/14/2021
UJE SPRING,Mbremje,32,9/14/2021
Golden Eagle,Mengjes,26,9/15/2021
Golden Eagle,Mesdite,2,9/15/2021
Golden Eagle,Mbremje,13,9/15/2021
Birra Peja,Mengjes,26,9/15/2021
Birra Peja,Mesdite,5,9/15/2021
Birra Peja,Mbremje,3,9/15/2021
Lasko,Mengjes,18,9/15/2021
Lasko,Mesdite,10,9/15/2021
Lasko,Mbremje,8,9/15/2021
B52,Mengjes,6,9/15/2021
B52,Mesdite,15,9/15/2021
B52,Mbremje,38,9/15/2021
VIPA,Mengjes,40,9/15/2021
VIPA,Mesdite,47,9/15/2021
VIPA,Mbremje,28,9/15/2021
DR GERARD,Mengjes,47,9/15/2021
DR GERARD,Mesdite,42,9/15/2021
DR GERARD,Mbremje,8,9/15/2021
BRAVO,Mengjes,49,9/15/2021
BRAVO,Mesdite,10,9/15/2021
BRAVO,Mbremje,43,9/15/2021
JANA,Mengjes,48,9/15/2021
JANA,Mesdite,35,9/15/2021
JANA,Mbremje,46,9/15/2021
UJE RUGOVE,Mengjes,15,9/15/2021
UJE RUGOVE,Mesdite,18,9/15/2021
UJE RUGOVE,Mbremje,36,9/15/2021
UJE SPRING,Mengjes,19,9/15/2021
UJE SPRING,Mesdite,7,9/15/2021
UJE SPRING,Mbremje,18,9/15/2021
Golden Eagle,Mengjes,46,9/16/2021
Golden Eagle,Mesdite,44,9/16/2021
Golden Eagle,Mbremje,2,9/16/2021
Birra Peja,Mengjes,5,9/16/2021
Birra Peja,Mesdite,23,9/16/2021
Birra Peja,Mbremje,34,9/16/2021
Lasko,Mengjes,17,9/16/2021
Lasko,Mesdite,44,9/16/2021
Lasko,Mbremje,41,9/16/2021
B52,Mengjes,22,9/16/2021
B52,Mesdite,21,9/16/2021
B52,Mbremje,13,9/16/2021
VIPA,Mengjes,18,9/16/2021
VIPA,Mesdite,14,9/16/2021
VIPA,Mbremje,3,9/16/2021
DR GERARD,Mengjes,29,9/16/2021
DR GERARD,Mesdite,29,9/16/2021
DR GERARD,Mbremje,12,9/16/2021
BRAVO,Mengjes,25,9/16/2021
BRAVO,Mesdite,15,9/16/2021
BRAVO,Mbremje,23,9/16/2021
JANA,Mengjes,24,9/16/2021
JANA,Mesdite,1,9/16/2021
JANA,Mbremje,19,9/16/2021
UJE RUGOVE,Mengjes,38,9/16/2021
UJE RUGOVE,Mesdite,49,9/16/2021
UJE RUGOVE,Mbremje,12,9/16/2021
UJE SPRING,Mengjes,49,9/16/2021
UJE SPRING,Mesdite,10,9/16/2021
UJE SPRING,Mbremje,15,9/16/2021
Golden Eagle,Mengjes,6,9/17/2021
Golden Eagle,Mesdite,36,9/17/2021
Golden Eagle,Mbremje,36,9/17/2021
Birra Peja,Mengjes,8,9/17/2021
Birra Peja,Mesdite,29,9/17/2021
Birra Peja,Mbremje,45,9/17/2021
Lasko,Mengjes,3,9/17/2021
Lasko,Mesdite,30,9/17/2021
Lasko,Mbremje,44,9/17/2021
B52,Mengjes,38,9/17/2021
B52,Mesdite,49,9/17/2021
B52,Mbremje,19,9/17/2021
VIPA,Mengjes,11,9/17/2021
VIPA,Mesdite,9,9/17/2021
VIPA,Mbremje,47,9/17/2021
DR GERARD,Mengjes,9,9/17/2021
DR GERARD,Mesdite,46,9/17/2021
DR GERARD,Mbremje,38,9/17/2021
BRAVO,Mengjes,21,9/17/2021
BRAVO,Mesdite,30,9/17/2021
BRAVO,Mbremje,12,9/17/2021
JANA,Mengjes,47,9/17/2021
JANA,Mesdite,39,9/17/2021
JANA,Mbremje,42,9/17/2021
UJE RUGOVE,Mengjes,24,9/17/2021
UJE RUGOVE,Mesdite,39,9/17/2021
UJE RUGOVE,Mbremje,37,9/17/2021
UJE SPRING,Mengjes,24,9/17/2021
UJE SPRING,Mesdite,31,9/17/2021
UJE SPRING,Mbremje,23,9/17/2021
Golden Eagle,Mengjes,47,9/18/2021
Golden Eagle,Mesdite,48,9/18/2021
Golden Eagle,Mbremje,26,9/18/2021
Birra Peja,Mengjes,39,9/18/2021
Birra Peja,Mesdite,44,9/18/2021
Birra Peja,Mbremje,38,9/18/2021
Lasko,Mengjes,25,9/18/2021
Lasko,Mesdite,26,9/18/2021
Lasko,Mbremje,40,9/18/2021
B52,Mengjes,31,9/18/2021
B52,Mesdite,22,9/18/2021
B52,Mbremje,23,9/18/2021
VIPA,Mengjes,41,9/18/2021
VIPA,Mesdite,29,9/18/2021
VIPA,Mbremje,1,9/18/2021
DR GERARD,Mengjes,20,9/18/2021
DR GERARD,Mesdite,41,9/18/2021
DR GERARD,Mbremje,22,9/18/2021
BRAVO,Mengjes,23,9/18/2021
BRAVO,Mesdite,27,9/18/2021
BRAVO,Mbremje,15,9/18/2021
JANA,Mengjes,17,9/18/2021
JANA,Mesdite,41,9/18/2021
JANA,Mbremje,45,9/18/2021
UJE RUGOVE,Mengjes,12,9/18/2021
UJE RUGOVE,Mesdite,6,9/18/2021
UJE RUGOVE,Mbremje,48,9/18/2021
UJE SPRING,Mengjes,49,9/18/2021
UJE SPRING,Mesdite,2,9/18/2021
UJE SPRING,Mbremje,31,9/18/2021
Golden Eagle,Mengjes,40,9/19/2021
Golden Eagle,Mesdite,4,9/19/2021
Golden Eagle,Mbremje,47,9/19/2021
Birra Peja,Mengjes,28,9/19/2021
Birra Peja,Mesdite,24,9/19/2021
Birra Peja,Mbremje,41,9/19/2021
Lasko,Mengjes,50,9/19/2021
Lasko,Mesdite,19,9/19/2021
Lasko,Mbremje,39,9/19/2021
B52,Mengjes,31,9/19/2021
B52,Mesdite,24,9/19/2021
B52,Mbremje,10,9/19/2021
VIPA,Mengjes,49,9/19/2021
VIPA,Mesdite,24,9/19/2021
VIPA,Mbremje,38,9/19/2021
DR GERARD,Mengjes,47,9/19/2021
DR GERARD,Mesdite,6,9/19/2021
DR GERARD,Mbremje,42,9/19/2021
BRAVO,Mengjes,6,9/19/2021
BRAVO,Mesdite,49,9/19/2021
BRAVO,Mbremje,17,9/19/2021
JANA,Mengjes,13,9/19/2021
JANA,Mesdite,26,9/19/2021
JANA,Mbremje,38,9/19/2021
UJE RUGOVE,Mengjes,31,9/19/2021
UJE RUGOVE,Mesdite,39,9/19/2021
UJE RUGOVE,Mbremje,13,9/19/2021
UJE SPRING,Mengjes,38,9/19/2021
UJE SPRING,Mesdite,40,9/19/2021
UJE SPRING,Mbremje,50,9/19/2021
Golden Eagle,Mengjes,31,9/20/2021
Golden Eagle,Mesdite,29,9/20/2021
Golden Eagle,Mbremje,18,9/20/2021
Birra Peja,Mengjes,3,9/20/2021
Birra Peja,Mesdite,47,9/20/2021
Birra Peja,Mbremje,26,9/20/2021
Lasko,Mengjes,19,9/20/2021
Lasko,Mesdite,39,9/20/2021
Lasko,Mbremje,44,9/20/2021
B52,Mengjes,45,9/20/2021
B52,Mesdite,21,9/20/2021
B52,Mbremje,17,9/20/2021
VIPA,Mengjes,39,9/20/2021
VIPA,Mesdite,21,9/20/2021
VIPA,Mbremje,30,9/20/2021
DR GERARD,Mengjes,3,9/20/2021
DR GERARD,Mesdite,44,9/20/2021
DR GERARD,Mbremje,38,9/20/2021
BRAVO,Mengjes,15,9/20/2021
BRAVO,Mesdite,8,9/20/2021
BRAVO,Mbremje,15,9/20/2021
JANA,Mengjes,48,9/20/2021
JANA,Mesdite,38,9/20/2021
JANA,Mbremje,41,9/20/2021
UJE RUGOVE,Mengjes,13,9/20/2021
UJE RUGOVE,Mesdite,17,9/20/2021
UJE RUGOVE,Mbremje,28,9/20/2021
UJE SPRING,Mengjes,48,9/20/2021
UJE SPRING,Mesdite,10,9/20/2021
UJE SPRING,Mbremje,23,9/20/2021
Golden Eagle,Mengjes,10,9/21/2021
Golden Eagle,Mesdite,11,9/21/2021
Golden Eagle,Mbremje,46,9/21/2021
Birra Peja,Mengjes,2,9/21/2021
Birra Peja,Mesdite,39,9/21/2021
Birra Peja,Mbremje,40,9/21/2021
Lasko,Mengjes,42,9/21/2021
Lasko,Mesdite,43,9/21/2021
Lasko,Mbremje,16,9/21/2021
B52,Mengjes,14,9/21/2021
B52,Mesdite,50,9/21/2021
B52,Mbremje,20,9/21/2021
VIPA,Mengjes,17,9/21/2021
VIPA,Mesdite,11,9/21/2021
VIPA,Mbremje,19,9/21/2021
DR GERARD,Mengjes,50,9/21/2021
DR GERARD,Mesdite,45,9/21/2021
DR GERARD,Mbremje,35,9/21/2021
BRAVO,Mengjes,12,9/21/2021
BRAVO,Mesdite,10,9/21/2021
BRAVO,Mbremje,8,9/21/2021
JANA,Mengjes,27,9/21/2021
JANA,Mesdite,40,9/21/2021
