Produkti,KohaDites,Shitjet,Data
VIPA,Mengjes,13,51:06.8
VIPA,Mesdite,36,51:06.8
VIPA,Mbremje,4,51:06.8
DR GERARD,Mengjes,4,51:06.8
DR GERARD,Mesdite,16,51:06.8
DR GERARD,Mbremje,42,51:06.8
PATOS,Mengjes,28,51:06.8
PATOS,Mesdite,36,51:06.8
PATOS,Mbremje,32,51:06.8
DORITOS,Mengjes,15,51:06.8
DORITOS,Mesdite,50,51:06.8
DORITOS,Mbremje,40,51:06.8
JANA,Mengjes,10,51:06.8
JANA,Mesdite,25,51:06.8
JANA,Mbremje,27,51:06.8
SKOPSKO,Mengjes,7,51:06.8
SKOPSKO,Mesdite,31,51:06.8
SKOPSKO,Mbremje,43,51:06.8
Golden Eagle,Mengjes,24,51:06.8
Golden Eagle,Mesdite,39,51:06.8
Golden Eagle,Mbremje,23,51:06.8
Birra Peja,Mengjes,20,51:06.8
Birra Peja,Mesdite,28,51:06.8
Birra Peja,Mbremje,29,51:06.8
Lasko,Mengjes,5,51:06.8
Lasko,Mesdite,11,51:06.8
Lasko,Mbremje,1,51:06.8
B52,Mengjes,5,51:06.8
B52,Mesdite,29,51:06.8
B52,Mbremje,15,51:06.8
VIPA,Mengjes,33,51:06.8
VIPA,Mesdite,48,51:06.8
VIPA,Mbremje,17,51:06.8
DR GERARD,Mengjes,28,51:06.8
DR GERARD,Mesdite,14,51:06.8
DR GERARD,Mbremje,49,51:06.8
PATOS,Mengjes,37,51:06.8
PATOS,Mesdite,44,51:06.8
PATOS,Mbremje,17,51:06.8
DORITOS,Mengjes,24,51:06.8
DORITOS,Mesdite,37,51:06.8
DORITOS,Mbremje,42,51:06.8
JANA,Mengjes,43,51:06.8
JANA,Mesdite,18,51:06.8
JANA,Mbremje,9,51:06.8
SKOPSKO,Mengjes,6,51:06.8
SKOPSKO,Mesdite,20,51:06.8
SKOPSKO,Mbremje,31,51:06.8
Golden Eagle,Mengjes,41,51:06.8
Golden Eagle,Mesdite,30,51:06.8
Golden Eagle,Mbremje,24,51:06.8
Birra Peja,Mengjes,7,51:06.8
Birra Peja,Mesdite,48,51:06.8
Birra Peja,Mbremje,19,51:06.8
Lasko,Mengjes,19,51:06.8
Lasko,Mesdite,29,51:06.8
Lasko,Mbremje,22,51:06.8
B52,Mengjes,29,51:06.8
B52,Mesdite,11,51:06.8
B52,Mbremje,4,51:06.8
VIPA,Mengjes,38,51:06.8
VIPA,Mesdite,38,51:06.8
VIPA,Mbremje,43,51:06.8
DR GERARD,Mengjes,18,51:06.8
DR GERARD,Mesdite,4,51:06.8
DR GERARD,Mbremje,28,51:06.8
PATOS,Mengjes,25,51:06.8
PATOS,Mesdite,18,51:06.8
PATOS,Mbremje,11,51:06.8
DORITOS,Mengjes,37,51:06.8
DORITOS,Mesdite,4,51:06.8
DORITOS,Mbremje,39,51:06.8
JANA,Mengjes,16,51:06.8
JANA,Mesdite,6,51:06.8
JANA,Mbremje,7,51:06.8
SKOPSKO,Mengjes,39,51:06.8
SKOPSKO,Mesdite,17,51:06.8
SKOPSKO,Mbremje,40,51:06.8
Golden Eagle,Mengjes,49,51:06.8
Golden Eagle,Mesdite,12,51:06.8
Golden Eagle,Mbremje,40,51:06.8
Birra Peja,Mengjes,39,51:06.8
Birra Peja,Mesdite,35,51:06.8
Birra Peja,Mbremje,4,51:06.8
Lasko,Mengjes,29,51:06.8
Lasko,Mesdite,45,51:06.8
Lasko,Mbremje,17,51:06.8
B52,Mengjes,44,51:06.8
B52,Mesdite,20,51:06.8
B52,Mbremje,43,51:06.8
VIPA,Mengjes,34,51:06.8
VIPA,Mesdite,49,51:06.8
VIPA,Mbremje,12,51:06.8
DR GERARD,Mengjes,11,51:06.8
DR GERARD,Mesdite,25,51:06.8
DR GERARD,Mbremje,22,51:06.8
PATOS,Mengjes,40,51:06.8
PATOS,Mesdite,42,51:06.8
PATOS,Mbremje,6,51:06.8
DORITOS,Mengjes,50,51:06.8
DORITOS,Mesdite,18,51:06.8
DORITOS,Mbremje,18,51:06.8
JANA,Mengjes,43,51:06.8
JANA,Mesdite,14,51:06.8
JANA,Mbremje,2,51:06.8
SKOPSKO,Mengjes,46,51:06.8
SKOPSKO,Mesdite,23,51:06.8
SKOPSKO,Mbremje,24,51:06.8
Golden Eagle,Mengjes,12,51:06.8
Golden Eagle,Mesdite,9,51:06.8
Golden Eagle,Mbremje,47,51:06.8
Birra Peja,Mengjes,17,51:06.8
Birra Peja,Mesdite,8,51:06.8
Birra Peja,Mbremje,19,51:06.8
Lasko,Mengjes,24,51:06.8
Lasko,Mesdite,9,51:06.8
Lasko,Mbremje,6,51:06.8
B52,Mengjes,41,51:06.8
B52,Mesdite,34,51:06.8
B52,Mbremje,47,51:06.8
VIPA,Mengjes,23,51:06.8
VIPA,Mesdite,30,51:06.8
VIPA,Mbremje,20,51:06.8
DR GERARD,Mengjes,29,51:06.8
DR GERARD,Mesdite,32,51:06.8
DR GERARD,Mbremje,9,51:06.8
PATOS,Mengjes,32,51:06.8
PATOS,Mesdite,48,51:06.8
PATOS,Mbremje,42,51:06.8
DORITOS,Mengjes,27,51:06.8
DORITOS,Mesdite,38,51:06.8
DORITOS,Mbremje,20,51:06.8
JANA,Mengjes,16,51:06.8
JANA,Mesdite,9,51:06.8
JANA,Mbremje,1,51:06.8
SKOPSKO,Mengjes,38,51:06.8
SKOPSKO,Mesdite,31,51:06.8
SKOPSKO,Mbremje,3,51:06.8
Golden Eagle,Mengjes,38,51:06.8
Golden Eagle,Mesdite,10,51:06.8
Golden Eagle,Mbremje,24,51:06.8
Birra Peja,Mengjes,19,51:06.8
Birra Peja,Mesdite,21,51:06.8
Birra Peja,Mbremje,45,51:06.8
Lasko,Mengjes,6,51:06.8
Lasko,Mesdite,22,51:06.8
Lasko,Mbremje,37,51:06.8
B52,Mengjes,30,51:06.8
B52,Mesdite,29,51:06.8
B52,Mbremje,16,51:06.8
VIPA,Mengjes,37,51:06.8
VIPA,Mesdite,18,51:06.8
VIPA,Mbremje,44,51:06.8
DR GERARD,Mengjes,10,51:06.8
DR GERARD,Mesdite,26,51:06.8
DR GERARD,Mbremje,34,51:06.8
PATOS,Mengjes,39,51:06.8
PATOS,Mesdite,5,51:06.8
PATOS,Mbremje,16,51:06.8
DORITOS,Mengjes,49,51:06.8
DORITOS,Mesdite,41,51:06.8
DORITOS,Mbremje,45,51:06.8
JANA,Mengjes,48,51:06.8
JANA,Mesdite,33,51:06.8
JANA,Mbremje,12,51:06.8
SKOPSKO,Mengjes,4,51:06.8
SKOPSKO,Mesdite,32,51:06.8
SKOPSKO,Mbremje,22,51:06.8
Golden Eagle,Mengjes,4,51:06.8
Golden Eagle,Mesdite,21,51:06.8
Golden Eagle,Mbremje,5,51:06.8
Birra Peja,Mengjes,27,51:06.8
Birra Peja,Mesdite,40,51:06.8
Birra Peja,Mbremje,34,51:06.8
Lasko,Mengjes,19,51:06.8
Lasko,Mesdite,38,51:06.8
Lasko,Mbremje,45,51:06.8
B52,Mengjes,33,51:06.8
B52,Mesdite,30,51:06.8
B52,Mbremje,29,51:06.8
VIPA,Mengjes,33,51:06.8
VIPA,Mesdite,44,51:06.8
VIPA,Mbremje,13,51:06.8
DR GERARD,Mengjes,15,51:06.8
DR GERARD,Mesdite,15,51:06.8
DR GERARD,Mbremje,5,51:06.8
PATOS,Mengjes,13,51:06.8
PATOS,Mesdite,11,51:06.8
PATOS,Mbremje,16,51:06.8
DORITOS,Mengjes,39,51:06.8
DORITOS,Mesdite,7,51:06.8
DORITOS,Mbremje,35,51:06.8
JANA,Mengjes,26,51:06.8
JANA,Mesdite,23,51:06.8
JANA,Mbremje,22,51:06.8
SKOPSKO,Mengjes,18,51:06.8
SKOPSKO,Mesdite,13,51:06.8
SKOPSKO,Mbremje,35,51:06.8
Golden Eagle,Mengjes,46,51:06.8
Golden Eagle,Mesdite,48,51:06.8
Golden Eagle,Mbremje,28,51:06.8
Birra Peja,Mengjes,4,51:06.8
Birra Peja,Mesdite,28,51:06.8
Birra Peja,Mbremje,48,51:06.8
Lasko,Mengjes,11,51:06.8
Lasko,Mesdite,48,51:06.8
Lasko,Mbremje,50,51:06.8
B52,Mengjes,48,51:06.8
B52,Mesdite,19,51:06.8
B52,Mbremje,10,51:06.8
VIPA,Mengjes,14,51:06.8
VIPA,Mesdite,37,51:06.8
VIPA,Mbremje,19,51:06.8
DR GERARD,Mengjes,40,51:06.8
DR GERARD,Mesdite,27,51:06.8
DR GERARD,Mbremje,26,51:06.8
PATOS,Mengjes,26,51:06.8
PATOS,Mesdite,23,51:06.8
PATOS,Mbremje,40,51:06.8
DORITOS,Mengjes,7,51:06.8
DORITOS,Mesdite,9,51:06.8
DORITOS,Mbremje,11,51:06.8
JANA,Mengjes,46,51:06.8
JANA,Mesdite,23,51:06.8
JANA,Mbremje,27,51:06.8
SKOPSKO,Mengjes,15,51:06.8
SKOPSKO,Mesdite,11,51:06.8
SKOPSKO,Mbremje,12,51:06.8
Golden Eagle,Mengjes,44,51:06.8
Golden Eagle,Mesdite,7,51:06.8
Golden Eagle,Mbremje,45,51:06.8
Birra Peja,Mengjes,26,51:06.8
Birra Peja,Mesdite,17,51:06.8
Birra Peja,Mbremje,30,51:06.8
Lasko,Mengjes,36,51:06.8
Lasko,Mesdite,34,51:06.8
Lasko,Mbremje,36,51:06.8
B52,Mengjes,5,51:06.8
B52,Mesdite,24,51:06.8
B52,Mbremje,45,51:06.8
VIPA,Mengjes,29,51:06.8
VIPA,Mesdite,28,51:06.8
VIPA,Mbremje,1,51:06.8
DR GERARD,Mengjes,19,51:06.8
DR GERARD,Mesdite,1,51:06.8
DR GERARD,Mbremje,19,51:06.8
PATOS,Mengjes,15,51:06.8
PATOS,Mesdite,10,51:06.8
PATOS,Mbremje,5,51:06.8
DORITOS,Mengjes,26,51:06.8
DORITOS,Mesdite,18,51:06.8
DORITOS,Mbremje,4,51:06.8
JANA,Mengjes,23,51:06.8
JANA,Mesdite,48,51:06.8
JANA,Mbremje,17,51:06.8
SKOPSKO,Mengjes,42,51:06.8
SKOPSKO,Mesdite,21,51:06.8
SKOPSKO,Mbremje,32,51:06.8
Golden Eagle,Mengjes,5,51:06.8
Golden Eagle,Mesdite,43,51:06.8
Golden Eagle,Mbremje,12,51:06.8
Birra Peja,Mengjes,43,51:06.8
Birra Peja,Mesdite,39,51:06.8
Birra Peja,Mbremje,18,51:06.8
Lasko,Mengjes,27,51:06.8
Lasko,Mesdite,28,51:06.8
Lasko,Mbremje,6,51:06.8
B52,Mengjes,19,51:06.8
B52,Mesdite,3,51:06.8
B52,Mbremje,23,51:06.8
VIPA,Mengjes,35,51:06.8
VIPA,Mesdite,49,51:06.8
VIPA,Mbremje,4,51:06.8
DR GERARD,Mengjes,42,51:06.8
DR GERARD,Mesdite,3,51:06.8
DR GERARD,Mbremje,27,51:06.8
PATOS,Mengjes,5,51:06.8
PATOS,Mesdite,46,51:06.8
PATOS,Mbremje,26,51:06.8
DORITOS,Mengjes,23,51:06.8
DORITOS,Mesdite,21,51:06.8
DORITOS,Mbremje,10,51:06.8
JANA,Mengjes,20,51:06.8
JANA,Mesdite,42,51:06.8
JANA,Mbremje,6,51:06.8
SKOPSKO,Mengjes,27,51:06.8
SKOPSKO,Mesdite,9,51:06.8
SKOPSKO,Mbremje,35,51:06.8
Golden Eagle,Mengjes,21,51:06.8
Golden Eagle,Mesdite,40,51:06.8
Golden Eagle,Mbremje,14,51:06.8
Birra Peja,Mengjes,28,51:06.8
Birra Peja,Mesdite,27,51:06.8
Birra Peja,Mbremje,39,51:06.8
Lasko,Mengjes,15,51:06.8
Lasko,Mesdite,24,51:06.8
Lasko,Mbremje,12,51:06.8
B52,Mengjes,5,51:06.8
B52,Mesdite,29,51:06.8
B52,Mbremje,13,51:06.8
VIPA,Mengjes,27,51:06.8
VIPA,Mesdite,9,51:06.8
VIPA,Mbremje,15,51:06.8
DR GERARD,Mengjes,6,51:06.8
DR GERARD,Mesdite,45,51:06.8
DR GERARD,Mbremje,21,51:06.8
PATOS,Mengjes,12,51:06.8
PATOS,Mesdite,30,51:06.8
PATOS,Mbremje,20,51:06.8
DORITOS,Mengjes,24,51:06.8
DORITOS,Mesdite,1,51:06.8
DORITOS,Mbremje,47,51:06.8
JANA,Mengjes,8,51:06.8
JANA,Mesdite,16,51:06.8
JANA,Mbremje,50,51:06.8
SKOPSKO,Mengjes,25,51:06.8
SKOPSKO,Mesdite,13,51:06.8
SKOPSKO,Mbremje,41,51:06.8
Golden Eagle,Mengjes,23,51:06.8
Golden Eagle,Mesdite,21,51:06.8
Golden Eagle,Mbremje,22,51:06.8
Birra Peja,Mengjes,19,51:06.8
Birra Peja,Mesdite,10,51:06.8
Birra Peja,Mbremje,7,51:06.8
Lasko,Mengjes,38,51:06.8
Lasko,Mesdite,16,51:06.8
Lasko,Mbremje,6,51:06.8
B52,Mengjes,14,51:06.8
B52,Mesdite,36,51:06.8
B52,Mbremje,9,51:06.8
VIPA,Mengjes,48,51:06.8
VIPA,Mesdite,29,51:06.8
VIPA,Mbremje,46,51:06.8
DR GERARD,Mengjes,8,51:06.8
DR GERARD,Mesdite,19,51:06.8
DR GERARD,Mbremje,28,51:06.8
PATOS,Mengjes,31,51:06.8
PATOS,Mesdite,25,51:06.8
PATOS,Mbremje,38,51:06.8
DORITOS,Mengjes,32,51:06.8
DORITOS,Mesdite,7,51:06.8
DORITOS,Mbremje,22,51:06.8
JANA,Mengjes,14,51:06.8
JANA,Mesdite,9,51:06.8
JANA,Mbremje,38,51:06.8
SKOPSKO,Mengjes,7,51:06.8
SKOPSKO,Mesdite,13,51:06.8
SKOPSKO,Mbremje,14,51:06.8
Golden Eagle,Mengjes,13,51:06.8
Golden Eagle,Mesdite,39,51:06.8
Golden Eagle,Mbremje,16,51:06.8
Birra Peja,Mengjes,33,51:06.8
Birra Peja,Mesdite,42,51:06.8
Birra Peja,Mbremje,30,51:06.8
Lasko,Mengjes,21,51:06.8
Lasko,Mesdite,13,51:06.8
Lasko,Mbremje,6,51:06.8
B52,Mengjes,1,51:06.8
B52,Mesdite,33,51:06.8
B52,Mbremje,31,51:06.8
VIPA,Mengjes,34,51:06.8
VIPA,Mesdite,6,51:06.8
VIPA,Mbremje,18,51:06.8
DR GERARD,Mengjes,1,51:06.8
DR GERARD,Mesdite,28,51:06.8
DR GERARD,Mbremje,32,51:06.8
PATOS,Mengjes,14,51:06.8
PATOS,Mesdite,31,51:06.8
PATOS,Mbremje,2,51:06.8
DORITOS,Mengjes,35,51:06.8
DORITOS,Mesdite,33,51:06.8
DORITOS,Mbremje,46,51:06.8
JANA,Mengjes,27,51:06.8
JANA,Mesdite,11,51:06.8
JANA,Mbremje,1,51:06.8
SKOPSKO,Mengjes,45,51:06.8
SKOPSKO,Mesdite,35,51:06.8
SKOPSKO,Mbremje,17,51:06.8
Golden Eagle,Mengjes,48,51:06.8
Golden Eagle,Mesdite,28,51:06.8
Golden Eagle,Mbremje,41,51:06.8
Birra Peja,Mengjes,49,51:06.8
Birra Peja,Mesdite,1,51:06.8
Birra Peja,Mbremje,6,51:06.8
Lasko,Mengjes,3,51:06.8
Lasko,Mesdite,32,51:06.8
Lasko,Mbremje,31,51:06.8
B52,Mengjes,49,51:06.8
B52,Mesdite,47,51:06.8
B52,Mbremje,2,51:06.8
VIPA,Mengjes,2,51:06.8
VIPA,Mesdite,14,51:06.8
VIPA,Mbremje,48,51:06.8
DR GERARD,Mengjes,48,51:06.8
DR GERARD,Mesdite,27,51:06.8
DR GERARD,Mbremje,25,51:06.8
PATOS,Mengjes,10,51:06.8
PATOS,Mesdite,38,51:06.8
PATOS,Mbremje,42,51:06.8
DORITOS,Mengjes,21,51:06.8
DORITOS,Mesdite,41,51:06.8
DORITOS,Mbremje,7,51:06.8
JANA,Mengjes,20,51:06.8
JANA,Mesdite,14,51:06.8
JANA,Mbremje,4,51:06.8
SKOPSKO,Mengjes,7,51:06.8
SKOPSKO,Mesdite,15,51:06.8
SKOPSKO,Mbremje,13,51:06.8
Golden Eagle,Mengjes,1,51:06.8
Golden Eagle,Mesdite,27,51:06.8
Golden Eagle,Mbremje,36,51:06.8
Birra Peja,Mengjes,21,51:06.8
Birra Peja,Mesdite,9,51:06.8
Birra Peja,Mbremje,25,51:06.8
Lasko,Mengjes,7,51:06.8
Lasko,Mesdite,9,51:06.8
Lasko,Mbremje,34,51:06.8
B52,Mengjes,6,51:06.8
B52,Mesdite,12,51:06.8
B52,Mbremje,32,51:06.8
VIPA,Mengjes,20,51:06.8
VIPA,Mesdite,40,51:06.8
VIPA,Mbremje,21,51:06.8
DR GERARD,Mengjes,2,51:06.8
DR GERARD,Mesdite,41,51:06.8
DR GERARD,Mbremje,40,51:06.8
PATOS,Mengjes,44,51:06.8
PATOS,Mesdite,42,51:06.8
PATOS,Mbremje,48,51:06.8
DORITOS,Mengjes,15,51:06.8
DORITOS,Mesdite,14,51:06.8
DORITOS,Mbremje,47,51:06.8
JANA,Mengjes,48,51:06.8
JANA,Mesdite,15,51:06.8
JANA,Mbremje,35,51:06.8
SKOPSKO,Mengjes,45,51:06.8
SKOPSKO,Mesdite,3,51:06.8
SKOPSKO,Mbremje,6,51:06.8
Golden Eagle,Mengjes,22,51:06.8
Golden Eagle,Mesdite,36,51:06.8
Golden Eagle,Mbremje,14,51:06.8
Birra Peja,Mengjes,36,51:06.8
Birra Peja,Mesdite,16,51:06.8
Birra Peja,Mbremje,7,51:06.8
Lasko,Mengjes,25,51:06.8
Lasko,Mesdite,29,51:06.8
Lasko,Mbremje,32,51:06.8
B52,Mengjes,39,51:06.8
B52,Mesdite,6,51:06.8
B52,Mbremje,29,51:06.8
VIPA,Mengjes,14,51:06.8
VIPA,Mesdite,43,51:06.8
VIPA,Mbremje,32,51:06.8
DR GERARD,Mengjes,4,51:06.8
DR GERARD,Mesdite,20,51:06.8
DR GERARD,Mbremje,37,51:06.8
PATOS,Mengjes,25,51:06.8
PATOS,Mesdite,15,51:06.8
PATOS,Mbremje,15,51:06.8
DORITOS,Mengjes,30,51:06.8
DORITOS,Mesdite,9,51:06.8
DORITOS,Mbremje,28,51:06.8
JANA,Mengjes,38,51:06.8
JANA,Mesdite,35,51:06.8
JANA,Mbremje,28,51:06.8
SKOPSKO,Mengjes,34,51:06.8
SKOPSKO,Mesdite,48,51:06.8
SKOPSKO,Mbremje,45,51:06.8
Golden Eagle,Mengjes,49,51:06.8
Golden Eagle,Mesdite,5,51:06.8
Golden Eagle,Mbremje,35,51:06.8
Birra Peja,Mengjes,7,51:06.8
Birra Peja,Mesdite,11,51:06.8
Birra Peja,Mbremje,48,51:06.8
Lasko,Mengjes,12,51:06.8
Lasko,Mesdite,22,51:06.8
Lasko,Mbremje,49,51:06.8
B52,Mengjes,9,51:06.8
B52,Mesdite,37,51:06.8
B52,Mbremje,50,51:06.8
VIPA,Mengjes,47,51:06.8
VIPA,Mesdite,43,51:06.8
VIPA,Mbremje,31,51:06.8
DR GERARD,Mengjes,12,51:06.8
DR GERARD,Mesdite,46,51:06.8
DR GERARD,Mbremje,21,51:06.8
PATOS,Mengjes,20,51:06.8
PATOS,Mesdite,25,51:06.8
PATOS,Mbremje,44,51:06.8
DORITOS,Mengjes,37,51:06.8
DORITOS,Mesdite,10,51:06.8
DORITOS,Mbremje,24,51:06.8
JANA,Mengjes,30,51:06.8
JANA,Mesdite,9,51:06.8
JANA,Mbremje,34,51:06.8
SKOPSKO,Mengjes,19,51:06.8
SKOPSKO,Mesdite,6,51:06.8
SKOPSKO,Mbremje,4,51:06.8
Golden Eagle,Mengjes,36,51:06.8
Golden Eagle,Mesdite,38,51:06.8
Golden Eagle,Mbremje,44,51:06.8
Birra Peja,Mengjes,42,51:06.8
Birra Peja,Mesdite,26,51:06.8
Birra Peja,Mbremje,36,51:06.8
Lasko,Mengjes,21,51:06.8
Lasko,Mesdite,36,51:06.8
Lasko,Mbremje,21,51:06.8
B52,Mengjes,43,51:06.8
B52,Mesdite,44,51:06.8
B52,Mbremje,9,51:06.8
VIPA,Mengjes,11,51:06.8
VIPA,Mesdite,9,51:06.8
VIPA,Mbremje,11,51:06.8
DR GERARD,Mengjes,32,51:06.8
DR GERARD,Mesdite,24,51:06.8
DR GERARD,Mbremje,33,51:06.8
PATOS,Mengjes,21,51:06.8
PATOS,Mesdite,37,51:06.8
PATOS,Mbremje,35,51:06.8
DORITOS,Mengjes,33,51:06.8
DORITOS,Mesdite,43,51:06.8
DORITOS,Mbremje,13,51:06.8
JANA,Mengjes,24,51:06.8
JANA,Mesdite,22,51:06.8
JANA,Mbremje,34,51:06.8
SKOPSKO,Mengjes,39,51:06.8
SKOPSKO,Mesdite,45,51:06.8
SKOPSKO,Mbremje,28,51:06.8
Golden Eagle,Mengjes,48,51:06.8
Golden Eagle,Mesdite,25,51:06.8
Golden Eagle,Mbremje,34,51:06.8
Birra Peja,Mengjes,20,51:06.8
Birra Peja,Mesdite,36,51:06.8
Birra Peja,Mbremje,45,51:06.8
Lasko,Mengjes,17,51:06.8
Lasko,Mesdite,13,51:06.8
Lasko,Mbremje,28,51:06.8
B52,Mengjes,6,51:06.8
B52,Mesdite,16,51:06.8
B52,Mbremje,17,51:06.8
VIPA,Mengjes,22,51:06.8
VIPA,Mesdite,35,51:06.8
VIPA,Mbremje,34,51:06.8
DR GERARD,Mengjes,35,51:06.8
DR GERARD,Mesdite,24,51:06.8
DR GERARD,Mbremje,10,51:06.8
PATOS,Mengjes,7,51:06.8
PATOS,Mesdite,17,51:06.8
PATOS,Mbremje,22,51:06.8
DORITOS,Mengjes,28,51:06.8
DORITOS,Mesdite,49,51:06.8
DORITOS,Mbremje,35,51:06.8
JANA,Mengjes,4,51:06.8
JANA,Mesdite,10,51:06.8
JANA,Mbremje,49,51:06.8
SKOPSKO,Mengjes,32,51:06.8
SKOPSKO,Mesdite,21,51:06.8
SKOPSKO,Mbremje,28,51:06.8
Golden Eagle,Mengjes,31,51:06.8
Golden Eagle,Mesdite,41,51:06.8
Golden Eagle,Mbremje,19,51:06.8
Birra Peja,Mengjes,18,51:06.8
Birra Peja,Mesdite,4,51:06.8
Birra Peja,Mbremje,15,51:06.8
Lasko,Mengjes,42,51:06.8
Lasko,Mesdite,13,51:06.8
Lasko,Mbremje,49,51:06.8
B52,Mengjes,32,51:06.8
B52,Mesdite,47,51:06.8
B52,Mbremje,8,51:06.8
VIPA,Mengjes,48,51:06.8
VIPA,Mesdite,14,51:06.8
VIPA,Mbremje,12,51:06.8
DR GERARD,Mengjes,32,51:06.8
DR GERARD,Mesdite,47,51:06.8
DR GERARD,Mbremje,3,51:06.8
PATOS,Mengjes,18,51:06.8
PATOS,Mesdite,11,51:06.8
PATOS,Mbremje,46,51:06.8
DORITOS,Mengjes,38,51:06.8
DORITOS,Mesdite,30,51:06.8
DORITOS,Mbremje,21,51:06.8
JANA,Mengjes,45,51:06.8
JANA,Mesdite,21,51:06.8
JANA,Mbremje,46,51:06.8
SKOPSKO,Mengjes,10,51:06.8
SKOPSKO,Mesdite,25,51:06.8
SKOPSKO,Mbremje,11,51:06.8
Golden Eagle,Mengjes,41,51:06.8
Golden Eagle,Mesdite,38,51:06.8
Golden Eagle,Mbremje,18,51:06.8
Birra Peja,Mengjes,5,51:06.8
Birra Peja,Mesdite,7,51:06.8
Birra Peja,Mbremje,14,51:06.8
Lasko,Mengjes,19,51:06.8
Lasko,Mesdite,27,51:06.8
Lasko,Mbremje,10,51:06.8
B52,Mengjes,2,51:06.8
B52,Mesdite,14,51:06.8
B52,Mbremje,29,51:06.8
VIPA,Mengjes,39,51:06.8
VIPA,Mesdite,26,51:06.8
VIPA,Mbremje,14,51:06.8
DR GERARD,Mengjes,46,51:06.8
DR GERARD,Mesdite,13,51:06.8
DR GERARD,Mbremje,41,51:06.8
PATOS,Mengjes,18,51:06.8
PATOS,Mesdite,47,51:06.8
PATOS,Mbremje,47,51:06.8
DORITOS,Mengjes,15,51:06.8
DORITOS,Mesdite,26,51:06.8
DORITOS,Mbremje,42,51:06.8
JANA,Mengjes,50,51:06.8
JANA,Mesdite,41,51:06.8
JANA,Mbremje,49,51:06.8
SKOPSKO,Mengjes,28,51:06.8
SKOPSKO,Mesdite,37,51:06.8
SKOPSKO,Mbremje,17,51:06.8
Golden Eagle,Mengjes,46,51:06.8
Golden Eagle,Mesdite,13,51:06.8
Golden Eagle,Mbremje,6,51:06.8
Birra Peja,Mengjes,30,51:06.8
Birra Peja,Mesdite,22,51:06.8
Birra Peja,Mbremje,16,51:06.8
Lasko,Mengjes,1,51:06.8
Lasko,Mesdite,10,51:06.8
Lasko,Mbremje,31,51:06.8
B52,Mengjes,9,51:06.8
B52,Mesdite,31,51:06.8
B52,Mbremje,31,51:06.8
VIPA,Mengjes,28,51:06.8
VIPA,Mesdite,38,51:06.8
VIPA,Mbremje,18,51:06.8
DR GERARD,Mengjes,23,51:06.8
DR GERARD,Mesdite,38,51:06.8
DR GERARD,Mbremje,30,51:06.8
PATOS,Mengjes,26,51:06.8
PATOS,Mesdite,16,51:06.8
PATOS,Mbremje,50,51:06.8
DORITOS,Mengjes,45,51:06.8
DORITOS,Mesdite,34,51:06.8
DORITOS,Mbremje,13,51:06.8
JANA,Mengjes,18,51:06.8
JANA,Mesdite,41,51:06.8
JANA,Mbremje,37,51:06.8
SKOPSKO,Mengjes,31,51:06.8
SKOPSKO,Mesdite,37,51:06.8
SKOPSKO,Mbremje,44,51:06.8
Golden Eagle,Mengjes,23,51:06.8
Golden Eagle,Mesdite,26,51:06.8
Golden Eagle,Mbremje,38,51:06.8
Birra Peja,Mengjes,45,51:06.8
Birra Peja,Mesdite,15,51:06.8
Birra Peja,Mbremje,26,51:06.8
Lasko,Mengjes,3,51:06.8
Lasko,Mesdite,32,51:06.8
Lasko,Mbremje,5,51:06.8
B52,Mengjes,24,51:06.8
B52,Mesdite,19,51:06.8
B52,Mbremje,3,51:06.8
VIPA,Mengjes,23,51:06.8
VIPA,Mesdite,13,51:06.8
VIPA,Mbremje,27,51:06.8
DR GERARD,Mengjes,1,51:06.8
DR GERARD,Mesdite,19,51:06.8
DR GERARD,Mbremje,39,51:06.8
PATOS,Mengjes,19,51:06.8
PATOS,Mesdite,40,51:06.8
PATOS,Mbremje,39,51:06.8
DORITOS,Mengjes,36,51:06.8
DORITOS,Mesdite,6,51:06.8
DORITOS,Mbremje,44,51:06.8
JANA,Mengjes,46,51:06.8
JANA,Mesdite,27,51:06.8
JANA,Mbremje,2,51:06.8
SKOPSKO,Mengjes,11,51:06.8
SKOPSKO,Mesdite,21,51:06.8
SKOPSKO,Mbremje,47,51:06.8
Golden Eagle,Mengjes,27,51:06.8
Golden Eagle,Mesdite,4,51:06.8
Golden Eagle,Mbremje,38,51:06.8
Birra Peja,Mengjes,7,51:06.8
Birra Peja,Mesdite,10,51:06.8
Birra Peja,Mbremje,3,51:06.8
Lasko,Mengjes,32,51:06.8
Lasko,Mesdite,19,51:06.8
Lasko,Mbremje,41,51:06.8
B52,Mengjes,11,51:06.8
B52,Mesdite,35,51:06.8
B52,Mbremje,28,51:06.8
VIPA,Mengjes,19,51:06.8
VIPA,Mesdite,17,51:06.8
VIPA,Mbremje,13,51:06.8
DR GERARD,Mengjes,3,51:06.8
DR GERARD,Mesdite,50,51:06.8
DR GERARD,Mbremje,46,51:06.8
PATOS,Mengjes,38,51:06.8
PATOS,Mesdite,33,51:06.8
PATOS,Mbremje,39,51:06.8
DORITOS,Mengjes,27,51:06.8
DORITOS,Mesdite,21,51:06.8
DORITOS,Mbremje,40,51:06.8
JANA,Mengjes,22,51:06.8
JANA,Mesdite,34,51:06.8
JANA,Mbremje,8,51:06.8
SKOPSKO,Mengjes,18,51:06.8
