Produkti,KohaDites,Shitjet,Data
DR GERARD,Mesdite,15,9/10/2022
DR GERARD,Mbremje,33,9/10/2022
PATOS,Mengjes,3,9/10/2022
PATOS,Mesdite,3,9/10/2022
PATOS,Mbremje,27,9/10/2022
DORITOS,Mengjes,24,9/10/2022
DORITOS,Mesdite,36,9/10/2022
DORITOS,Mbremje,37,9/10/2022
JANA,Mengjes,35,9/10/2022
JANA,Mesdite,22,9/10/2022
JANA,Mbremje,31,9/10/2022
SKOPSKO,Mengjes,40,9/10/2022
SKOPSKO,Mesdite,1,9/10/2022
SKOPSKO,Mbremje,17,9/10/2022
Golden Eagle,Mengjes,25,9/11/2022
Golden Eagle,Mesdite,16,9/11/2022
Golden Eagle,Mbremje,28,9/11/2022
Birra Peja,Mengjes,12,9/11/2022
Birra Peja,Mesdite,21,9/11/2022
Birra Peja,Mbremje,43,9/11/2022
Lasko,Mengjes,2,9/11/2022
Lasko,Mesdite,22,9/11/2022
Lasko,Mbremje,37,9/11/2022
B52,Mengjes,49,9/11/2022
B52,Mesdite,46,9/11/2022
B52,Mbremje,14,9/11/2022
VIPA,Mengjes,19,9/11/2022
VIPA,Mesdite,48,9/11/2022
VIPA,Mbremje,23,9/11/2022
DR GERARD,Mengjes,21,9/11/2022
DR GERARD,Mesdite,37,9/11/2022
DR GERARD,Mbremje,15,9/11/2022
PATOS,Mengjes,5,9/11/2022
PATOS,Mesdite,39,9/11/2022
PATOS,Mbremje,1,9/11/2022
DORITOS,Mengjes,29,9/11/2022
DORITOS,Mesdite,28,9/11/2022
DORITOS,Mbremje,35,9/11/2022
JANA,Mengjes,12,9/11/2022
JANA,Mesdite,40,9/11/2022
JANA,Mbremje,2,9/11/2022
SKOPSKO,Mengjes,45,9/11/2022
SKOPSKO,Mesdite,23,9/11/2022
SKOPSKO,Mbremje,8,9/11/2022
Golden Eagle,Mengjes,14,9/12/2022
Golden Eagle,Mesdite,26,9/12/2022
Golden Eagle,Mbremje,21,9/12/2022
Birra Peja,Mengjes,32,9/12/2022
Birra Peja,Mesdite,30,9/12/2022
Birra Peja,Mbremje,26,9/12/2022
Lasko,Mengjes,20,9/12/2022
Lasko,Mesdite,29,9/12/2022
Lasko,Mbremje,25,9/12/2022
B52,Mengjes,41,9/12/2022
B52,Mesdite,3,9/12/2022
B52,Mbremje,30,9/12/2022
VIPA,Mengjes,28,9/12/2022
VIPA,Mesdite,41,9/12/2022
VIPA,Mbremje,26,9/12/2022
DR GERARD,Mengjes,33,9/12/2022
DR GERARD,Mesdite,39,9/12/2022
DR GERARD,Mbremje,18,9/12/2022
PATOS,Mengjes,5,9/12/2022
PATOS,Mesdite,24,9/12/2022
PATOS,Mbremje,17,9/12/2022
DORITOS,Mengjes,31,9/12/2022
DORITOS,Mesdite,25,9/12/2022
DORITOS,Mbremje,45,9/12/2022
JANA,Mengjes,4,9/12/2022
JANA,Mesdite,45,9/12/2022
JANA,Mbremje,1,9/12/2022
SKOPSKO,Mengjes,10,9/12/2022
SKOPSKO,Mesdite,13,9/12/2022
SKOPSKO,Mbremje,19,9/12/2022
Golden Eagle,Mengjes,2,9/13/2022
Golden Eagle,Mesdite,38,9/13/2022
Golden Eagle,Mbremje,19,9/13/2022
Birra Peja,Mengjes,18,9/13/2022
Birra Peja,Mesdite,23,9/13/2022
Birra Peja,Mbremje,15,9/13/2022
Lasko,Mengjes,43,9/13/2022
Lasko,Mesdite,41,9/13/2022
Lasko,Mbremje,32,9/13/2022
B52,Mengjes,19,9/13/2022
B52,Mesdite,13,9/13/2022
B52,Mbremje,28,9/13/2022
VIPA,Mengjes,22,9/13/2022
VIPA,Mesdite,28,9/13/2022
VIPA,Mbremje,21,9/13/2022
DR GERARD,Mengjes,35,9/13/2022
DR GERARD,Mesdite,42,9/13/2022
DR GERARD,Mbremje,26,9/13/2022
PATOS,Mengjes,31,9/13/2022
PATOS,Mesdite,50,9/13/2022
PATOS,Mbremje,32,9/13/2022
DORITOS,Mengjes,48,9/13/2022
DORITOS,Mesdite,7,9/13/2022
DORITOS,Mbremje,44,9/13/2022
JANA,Mengjes,1,9/13/2022
JANA,Mesdite,43,9/13/2022
JANA,Mbremje,50,9/13/2022
SKOPSKO,Mengjes,47,9/13/2022
SKOPSKO,Mesdite,18,9/13/2022
SKOPSKO,Mbremje,28,9/13/2022
Golden Eagle,Mengjes,25,9/14/2022
Golden Eagle,Mesdite,13,9/14/2022
Golden Eagle,Mbremje,32,9/14/2022
Birra Peja,Mengjes,22,9/14/2022
Birra Peja,Mesdite,31,9/14/2022
Birra Peja,Mbremje,8,9/14/2022
Lasko,Mengjes,19,9/14/2022
Lasko,Mesdite,32,9/14/2022
Lasko,Mbremje,21,9/14/2022
B52,Mengjes,10,9/14/2022
B52,Mesdite,49,9/14/2022
B52,Mbremje,26,9/14/2022
VIPA,Mengjes,30,9/14/2022
VIPA,Mesdite,6,9/14/2022
VIPA,Mbremje,15,9/14/2022
DR GERARD,Mengjes,3,9/14/2022
DR GERARD,Mesdite,22,9/14/2022
DR GERARD,Mbremje,29,9/14/2022
PATOS,Mengjes,46,9/14/2022
PATOS,Mesdite,15,9/14/2022
PATOS,Mbremje,42,9/14/2022
DORITOS,Mengjes,27,9/14/2022
DORITOS,Mesdite,32,9/14/2022
DORITOS,Mbremje,21,9/14/2022
JANA,Mengjes,18,9/14/2022
JANA,Mesdite,48,9/14/2022
JANA,Mbremje,46,9/14/2022
SKOPSKO,Mengjes,49,9/14/2022
SKOPSKO,Mesdite,15,9/14/2022
SKOPSKO,Mbremje,37,9/14/2022
Golden Eagle,Mengjes,1,9/15/2022
Golden Eagle,Mesdite,43,9/15/2022
Golden Eagle,Mbremje,33,9/15/2022
Birra Peja,Mengjes,10,9/15/2022
Birra Peja,Mesdite,44,9/15/2022
Birra Peja,Mbremje,48,9/15/2022
Lasko,Mengjes,8,9/15/2022
Lasko,Mesdite,12,9/15/2022
Lasko,Mbremje,5,9/15/2022
B52,Mengjes,2,9/15/2022
B52,Mesdite,6,9/15/2022
B52,Mbremje,30,9/15/2022
VIPA,Mengjes,44,9/15/2022
VIPA,Mesdite,47,9/15/2022
VIPA,Mbremje,4,9/15/2022
DR GERARD,Mengjes,39,9/15/2022
DR GERARD,Mesdite,38,9/15/2022
DR GERARD,Mbremje,9,9/15/2022
PATOS,Mengjes,28,9/15/2022
PATOS,Mesdite,45,9/15/2022
PATOS,Mbremje,12,9/15/2022
DORITOS,Mengjes,35,9/15/2022
DORITOS,Mesdite,23,9/15/2022
DORITOS,Mbremje,12,9/15/2022
JANA,Mengjes,31,9/15/2022
JANA,Mesdite,27,9/15/2022
JANA,Mbremje,32,9/15/2022
SKOPSKO,Mengjes,39,9/15/2022
SKOPSKO,Mesdite,20,9/15/2022
SKOPSKO,Mbremje,5,9/15/2022
Golden Eagle,Mengjes,25,9/16/2022
Golden Eagle,Mesdite,10,9/16/2022
Golden Eagle,Mbremje,49,9/16/2022
Birra Peja,Mengjes,32,9/16/2022
Birra Peja,Mesdite,42,9/16/2022
Birra Peja,Mbremje,14,9/16/2022
Lasko,Mengjes,25,9/16/2022
Lasko,Mesdite,34,9/16/2022
Lasko,Mbremje,18,9/16/2022
B52,Mengjes,44,9/16/2022
B52,Mesdite,31,9/16/2022
B52,Mbremje,13,9/16/2022
VIPA,Mengjes,47,9/16/2022
VIPA,Mesdite,12,9/16/2022
VIPA,Mbremje,47,9/16/2022
DR GERARD,Mengjes,22,9/16/2022
DR GERARD,Mesdite,46,9/16/2022
DR GERARD,Mbremje,7,9/16/2022
PATOS,Mengjes,39,9/16/2022
PATOS,Mesdite,16,9/16/2022
PATOS,Mbremje,36,9/16/2022
DORITOS,Mengjes,33,9/16/2022
DORITOS,Mesdite,36,9/16/2022
DORITOS,Mbremje,41,9/16/2022
JANA,Mengjes,30,9/16/2022
JANA,Mesdite,34,9/16/2022
JANA,Mbremje,35,9/16/2022
SKOPSKO,Mengjes,4,9/16/2022
SKOPSKO,Mesdite,23,9/16/2022
SKOPSKO,Mbremje,28,9/16/2022
Golden Eagle,Mengjes,4,9/17/2022
Golden Eagle,Mesdite,34,9/17/2022
Golden Eagle,Mbremje,12,9/17/2022
Birra Peja,Mengjes,39,9/17/2022
Birra Peja,Mesdite,33,9/17/2022
Birra Peja,Mbremje,7,9/17/2022
Lasko,Mengjes,18,9/17/2022
Lasko,Mesdite,49,9/17/2022
Lasko,Mbremje,47,9/17/2022
B52,Mengjes,29,9/17/2022
B52,Mesdite,19,9/17/2022
B52,Mbremje,20,9/17/2022
VIPA,Mengjes,33,9/17/2022
VIPA,Mesdite,48,9/17/2022
VIPA,Mbremje,43,9/17/2022
DR GERARD,Mengjes,28,9/17/2022
DR GERARD,Mesdite,14,9/17/2022
DR GERARD,Mbremje,26,9/17/2022
PATOS,Mengjes,12,9/17/2022
PATOS,Mesdite,50,9/17/2022
PATOS,Mbremje,1,9/17/2022
DORITOS,Mengjes,40,9/17/2022
DORITOS,Mesdite,11,9/17/2022
DORITOS,Mbremje,34,9/17/2022
JANA,Mengjes,9,9/17/2022
JANA,Mesdite,2,9/17/2022
JANA,Mbremje,28,9/17/2022
SKOPSKO,Mengjes,33,9/17/2022
SKOPSKO,Mesdite,49,9/17/2022
SKOPSKO,Mbremje,39,9/17/2022
Golden Eagle,Mengjes,44,9/18/2022
Golden Eagle,Mesdite,31,9/18/2022
Golden Eagle,Mbremje,42,9/18/2022
Birra Peja,Mengjes,5,9/18/2022
Birra Peja,Mesdite,16,9/18/2022
Birra Peja,Mbremje,22,9/18/2022
Lasko,Mengjes,4,9/18/2022
Lasko,Mesdite,33,9/18/2022
Lasko,Mbremje,26,9/18/2022
B52,Mengjes,1,9/18/2022
B52,Mesdite,33,9/18/2022
B52,Mbremje,9,9/18/2022
VIPA,Mengjes,4,9/18/2022
VIPA,Mesdite,33,9/18/2022
VIPA,Mbremje,14,9/18/2022
DR GERARD,Mengjes,29,9/18/2022
DR GERARD,Mesdite,6,9/18/2022
DR GERARD,Mbremje,27,9/18/2022
PATOS,Mengjes,27,9/18/2022
PATOS,Mesdite,5,9/18/2022
PATOS,Mbremje,4,9/18/2022
DORITOS,Mengjes,17,9/18/2022
DORITOS,Mesdite,33,9/18/2022
DORITOS,Mbremje,27,9/18/2022
JANA,Mengjes,24,9/18/2022
JANA,Mesdite,6,9/18/2022
JANA,Mbremje,45,9/18/2022
SKOPSKO,Mengjes,20,9/18/2022
SKOPSKO,Mesdite,25,9/18/2022
SKOPSKO,Mbremje,26,9/18/2022
Golden Eagle,Mengjes,13,9/19/2022
Golden Eagle,Mesdite,13,9/19/2022
Golden Eagle,Mbremje,46,9/19/2022
Birra Peja,Mengjes,41,9/19/2022
Birra Peja,Mesdite,40,9/19/2022
Birra Peja,Mbremje,22,9/19/2022
Lasko,Mengjes,9,9/19/2022
Lasko,Mesdite,50,9/19/2022
Lasko,Mbremje,35,9/19/2022
B52,Mengjes,43,9/19/2022
B52,Mesdite,7,9/19/2022
B52,Mbremje,43,9/19/2022
VIPA,Mengjes,40,9/19/2022
VIPA,Mesdite,2,9/19/2022
VIPA,Mbremje,17,9/19/2022
DR GERARD,Mengjes,13,9/19/2022
DR GERARD,Mesdite,34,9/19/2022
DR GERARD,Mbremje,37,9/19/2022
PATOS,Mengjes,14,9/19/2022
PATOS,Mesdite,19,9/19/2022
PATOS,Mbremje,1,9/19/2022
DORITOS,Mengjes,5,9/19/2022
DORITOS,Mesdite,4,9/19/2022
DORITOS,Mbremje,49,9/19/2022
JANA,Mengjes,37,9/19/2022
JANA,Mesdite,43,9/19/2022
JANA,Mbremje,22,9/19/2022
SKOPSKO,Mengjes,18,9/19/2022
SKOPSKO,Mesdite,20,9/19/2022
SKOPSKO,Mbremje,32,9/19/2022
Golden Eagle,Mengjes,19,9/20/2022
Golden Eagle,Mesdite,46,9/20/2022
Golden Eagle,Mbremje,21,9/20/2022
Birra Peja,Mengjes,38,9/20/2022
Birra Peja,Mesdite,36,9/20/2022
Birra Peja,Mbremje,5,9/20/2022
Lasko,Mengjes,17,9/20/2022
Lasko,Mesdite,23,9/20/2022
Lasko,Mbremje,32,9/20/2022
B52,Mengjes,4,9/20/2022
B52,Mesdite,18,9/20/2022
B52,Mbremje,25,9/20/2022
VIPA,Mengjes,7,9/20/2022
VIPA,Mesdite,45,9/20/2022
VIPA,Mbremje,12,9/20/2022
DR GERARD,Mengjes,3,9/20/2022
DR GERARD,Mesdite,12,9/20/2022
DR GERARD,Mbremje,17,9/20/2022
PATOS,Mengjes,24,9/20/2022
PATOS,Mesdite,30,9/20/2022
PATOS,Mbremje,1,9/20/2022
DORITOS,Mengjes,39,9/20/2022
DORITOS,Mesdite,40,9/20/2022
DORITOS,Mbremje,31,9/20/2022
JANA,Mengjes,16,9/20/2022
JANA,Mesdite,39,9/20/2022
JANA,Mbremje,18,9/20/2022
SKOPSKO,Mengjes,22,9/20/2022
SKOPSKO,Mesdite,39,9/20/2022
SKOPSKO,Mbremje,19,9/20/2022
Golden Eagle,Mengjes,13,9/21/2022
Golden Eagle,Mesdite,41,9/21/2022
Golden Eagle,Mbremje,33,9/21/2022
Birra Peja,Mengjes,12,9/21/2022
Birra Peja,Mesdite,9,9/21/2022
Birra Peja,Mbremje,50,9/21/2022
Lasko,Mengjes,26,9/21/2022
Lasko,Mesdite,4,9/21/2022
Lasko,Mbremje,30,9/21/2022
B52,Mengjes,48,9/21/2022
B52,Mesdite,11,9/21/2022
B52,Mbremje,38,9/21/2022
VIPA,Mengjes,25,9/21/2022
VIPA,Mesdite,18,9/21/2022
VIPA,Mbremje,44,9/21/2022
DR GERARD,Mengjes,11,9/21/2022
DR GERARD,Mesdite,20,9/21/2022
DR GERARD,Mbremje,7,9/21/2022
PATOS,Mengjes,6,9/21/2022
PATOS,Mesdite,41,9/21/2022
PATOS,Mbremje,41,9/21/2022
DORITOS,Mengjes,41,9/21/2022
DORITOS,Mesdite,50,9/21/2022
DORITOS,Mbremje,23,9/21/2022
JANA,Mengjes,34,9/21/2022
JANA,Mesdite,31,9/21/2022
JANA,Mbremje,16,9/21/2022
SKOPSKO,Mengjes,29,9/21/2022
SKOPSKO,Mesdite,21,9/21/2022
SKOPSKO,Mbremje,15,9/21/2022
Golden Eagle,Mengjes,18,9/22/2022
Golden Eagle,Mesdite,36,9/22/2022
Golden Eagle,Mbremje,15,9/22/2022
Birra Peja,Mengjes,21,9/22/2022
Birra Peja,Mesdite,7,9/22/2022
Birra Peja,Mbremje,7,9/22/2022
Lasko,Mengjes,38,9/22/2022
Lasko,Mesdite,11,9/22/2022
Lasko,Mbremje,8,9/22/2022
B52,Mengjes,14,9/22/2022
B52,Mesdite,48,9/22/2022
B52,Mbremje,28,9/22/2022
VIPA,Mengjes,35,9/22/2022
VIPA,Mesdite,46,9/22/2022
VIPA,Mbremje,36,9/22/2022
DR GERARD,Mengjes,40,9/22/2022
DR GERARD,Mesdite,45,9/22/2022
DR GERARD,Mbremje,33,9/22/2022
PATOS,Mengjes,35,9/22/2022
PATOS,Mesdite,1,9/22/2022
PATOS,Mbremje,42,9/22/2022
DORITOS,Mengjes,37,9/22/2022
DORITOS,Mesdite,49,9/22/2022
DORITOS,Mbremje,39,9/22/2022
JANA,Mengjes,24,9/22/2022
JANA,Mesdite,7,9/22/2022
JANA,Mbremje,48,9/22/2022
SKOPSKO,Mengjes,5,9/22/2022
SKOPSKO,Mesdite,26,9/22/2022
SKOPSKO,Mbremje,10,9/22/2022
Golden Eagle,Mengjes,15,9/23/2022
Golden Eagle,Mesdite,18,9/23/2022
Golden Eagle,Mbremje,1,9/23/2022
Birra Peja,Mengjes,22,9/23/2022
Birra Peja,Mesdite,6,9/23/2022
Birra Peja,Mbremje,44,9/23/2022
Lasko,Mengjes,9,9/23/2022
Lasko,Mesdite,50,9/23/2022
Lasko,Mbremje,13,9/23/2022
B52,Mengjes,33,9/23/2022
B52,Mesdite,9,9/23/2022
B52,Mbremje,34,9/23/2022
VIPA,Mengjes,28,9/23/2022
VIPA,Mesdite,47,9/23/2022
VIPA,Mbremje,29,9/23/2022
DR GERARD,Mengjes,23,9/23/2022
DR GERARD,Mesdite,31,9/23/2022
DR GERARD,Mbremje,43,9/23/2022
PATOS,Mengjes,4,9/23/2022
PATOS,Mesdite,50,9/23/2022
PATOS,Mbremje,25,9/23/2022
DORITOS,Mengjes,6,9/23/2022
DORITOS,Mesdite,2,9/23/2022
DORITOS,Mbremje,16,9/23/2022
JANA,Mengjes,33,9/23/2022
JANA,Mesdite,30,9/23/2022
JANA,Mbremje,29,9/23/2022
SKOPSKO,Mengjes,25,9/23/2022
SKOPSKO,Mesdite,21,9/23/2022
SKOPSKO,Mbremje,10,9/23/2022
Golden Eagle,Mengjes,23,9/24/2022
Golden Eagle,Mesdite,4,9/24/2022
Golden Eagle,Mbremje,6,9/24/2022
Birra Peja,Mengjes,19,9/24/2022
Birra Peja,Mesdite,39,9/24/2022
Birra Peja,Mbremje,25,9/24/2022
Lasko,Mengjes,1,9/24/2022
Lasko,Mesdite,25,9/24/2022
Lasko,Mbremje,38,9/24/2022
B52,Mengjes,44,9/24/2022
B52,Mesdite,24,9/24/2022
B52,Mbremje,22,9/24/2022
VIPA,Mengjes,13,9/24/2022
VIPA,Mesdite,43,9/24/2022
VIPA,Mbremje,1,9/24/2022
DR GERARD,Mengjes,11,9/24/2022
DR GERARD,Mesdite,30,9/24/2022
DR GERARD,Mbremje,22,9/24/2022
PATOS,Mengjes,11,9/24/2022
PATOS,Mesdite,43,9/24/2022
PATOS,Mbremje,38,9/24/2022
DORITOS,Mengjes,15,9/24/2022
DORITOS,Mesdite,49,9/24/2022
DORITOS,Mbremje,1,9/24/2022
JANA,Mengjes,37,9/24/2022
JANA,Mesdite,29,9/24/2022
JANA,Mbremje,1,9/24/2022
SKOPSKO,Mengjes,36,9/24/2022
SKOPSKO,Mesdite,27,9/24/2022
SKOPSKO,Mbremje,12,9/24/2022
Golden Eagle,Mengjes,9,9/25/2022
Golden Eagle,Mesdite,3,9/25/2022
Golden Eagle,Mbremje,40,9/25/2022
Birra Peja,Mengjes,48,9/25/2022
Birra Peja,Mesdite,15,9/25/2022
Birra Peja,Mbremje,42,9/25/2022
Lasko,Mengjes,43,9/25/2022
Lasko,Mesdite,9,9/25/2022
Lasko,Mbremje,42,9/25/2022
B52,Mengjes,23,9/25/2022
B52,Mesdite,24,9/25/2022
B52,Mbremje,42,9/25/2022
VIPA,Mengjes,7,9/25/2022
VIPA,Mesdite,40,9/25/2022
VIPA,Mbremje,9,9/25/2022
DR GERARD,Mengjes,19,9/25/2022
DR GERARD,Mesdite,15,9/25/2022
DR GERARD,Mbremje,5,9/25/2022
PATOS,Mengjes,39,9/25/2022
PATOS,Mesdite,35,9/25/2022
PATOS,Mbremje,7,9/25/2022
DORITOS,Mengjes,14,9/25/2022
DORITOS,Mesdite,17,9/25/2022
DORITOS,Mbremje,20,9/25/2022
JANA,Mengjes,2,9/25/2022
JANA,Mesdite,29,9/25/2022
JANA,Mbremje,39,9/25/2022
SKOPSKO,Mengjes,13,9/25/2022
SKOPSKO,Mesdite,35,9/25/2022
SKOPSKO,Mbremje,48,9/25/2022
Golden Eagle,Mengjes,7,9/26/2022
Golden Eagle,Mesdite,38,9/26/2022
Golden Eagle,Mbremje,43,9/26/2022
Birra Peja,Mengjes,34,9/26/2022
Birra Peja,Mesdite,25,9/26/2022
Birra Peja,Mbremje,33,9/26/2022
Lasko,Mengjes,46,9/26/2022
Lasko,Mesdite,40,9/26/2022
Lasko,Mbremje,22,9/26/2022
B52,Mengjes,34,9/26/2022
B52,Mesdite,38,9/26/2022
B52,Mbremje,28,9/26/2022
VIPA,Mengjes,9,9/26/2022
VIPA,Mesdite,12,9/26/2022
VIPA,Mbremje,33,9/26/2022
DR GERARD,Mengjes,9,9/26/2022
DR GERARD,Mesdite,37,9/26/2022
DR GERARD,Mbremje,1,9/26/2022
PATOS,Mengjes,43,9/26/2022
PATOS,Mesdite,4,9/26/2022
PATOS,Mbremje,39,9/26/2022
DORITOS,Mengjes,14,9/26/2022
DORITOS,Mesdite,44,9/26/2022
DORITOS,Mbremje,2,9/26/2022
JANA,Mengjes,29,9/26/2022
JANA,Mesdite,7,9/26/2022
JANA,Mbremje,42,9/26/2022
SKOPSKO,Mengjes,44,9/26/2022
SKOPSKO,Mesdite,6,9/26/2022
SKOPSKO,Mbremje,4,9/26/2022
Golden Eagle,Mengjes,33,9/27/2022
Golden Eagle,Mesdite,13,9/27/2022
Golden Eagle,Mbremje,35,9/27/2022
Birra Peja,Mengjes,41,9/27/2022
Birra Peja,Mesdite,45,9/27/2022
Birra Peja,Mbremje,36,9/27/2022
Lasko,Mengjes,28,9/27/2022
Lasko,Mesdite,19,9/27/2022
Lasko,Mbremje,44,9/27/2022
B52,Mengjes,16,9/27/2022
B52,Mesdite,17,9/27/2022
B52,Mbremje,16,9/27/2022
VIPA,Mengjes,45,9/27/2022
VIPA,Mesdite,7,9/27/2022
VIPA,Mbremje,26,9/27/2022
DR GERARD,Mengjes,27,9/27/2022
DR GERARD,Mesdite,49,9/27/2022
DR GERARD,Mbremje,44,9/27/2022
PATOS,Mengjes,12,9/27/2022
PATOS,Mesdite,12,9/27/2022
PATOS,Mbremje,1,9/27/2022
DORITOS,Mengjes,50,9/27/2022
DORITOS,Mesdite,8,9/27/2022
DORITOS,Mbremje,12,9/27/2022
JANA,Mengjes,47,9/27/2022
JANA,Mesdite,9,9/27/2022
JANA,Mbremje,19,9/27/2022
SKOPSKO,Mengjes,6,9/27/2022
SKOPSKO,Mesdite,27,9/27/2022
SKOPSKO,Mbremje,6,9/27/2022
Golden Eagle,Mengjes,2,9/28/2022
Golden Eagle,Mesdite,34,9/28/2022
Golden Eagle,Mbremje,34,9/28/2022
Birra Peja,Mengjes,38,9/28/2022
Birra Peja,Mesdite,12,9/28/2022
Birra Peja,Mbremje,17,9/28/2022
Lasko,Mengjes,49,9/28/2022
Lasko,Mesdite,43,9/28/2022
Lasko,Mbremje,49,9/28/2022
B52,Mengjes,38,9/28/2022
B52,Mesdite,21,9/28/2022
B52,Mbremje,27,9/28/2022
VIPA,Mengjes,9,9/28/2022
VIPA,Mesdite,35,9/28/2022
VIPA,Mbremje,49,9/28/2022
DR GERARD,Mengjes,46,9/28/2022
DR GERARD,Mesdite,48,9/28/2022
DR GERARD,Mbremje,25,9/28/2022
PATOS,Mengjes,13,9/28/2022
PATOS,Mesdite,11,9/28/2022
PATOS,Mbremje,11,9/28/2022
DORITOS,Mengjes,33,9/28/2022
DORITOS,Mesdite,29,9/28/2022
DORITOS,Mbremje,37,9/28/2022
JANA,Mengjes,26,9/28/2022
JANA,Mesdite,48,9/28/2022
JANA,Mbremje,46,9/28/2022
SKOPSKO,Mengjes,26,9/28/2022
SKOPSKO,Mesdite,35,9/28/2022
SKOPSKO,Mbremje,21,9/28/2022
Golden Eagle,Mengjes,43,9/29/2022
Golden Eagle,Mesdite,31,9/29/2022
Golden Eagle,Mbremje,3,9/29/2022
Birra Peja,Mengjes,19,9/29/2022
Birra Peja,Mesdite,35,9/29/2022
Birra Peja,Mbremje,50,9/29/2022
Lasko,Mengjes,38,9/29/2022
Lasko,Mesdite,31,9/29/2022
Lasko,Mbremje,27,9/29/2022
B52,Mengjes,47,9/29/2022
B52,Mesdite,40,9/29/2022
B52,Mbremje,37,9/29/2022
VIPA,Mengjes,36,9/29/2022
VIPA,Mesdite,17,9/29/2022
VIPA,Mbremje,36,9/29/2022
DR GERARD,Mengjes,23,9/29/2022
DR GERARD,Mesdite,23,9/29/2022
DR GERARD,Mbremje,4,9/29/2022
PATOS,Mengjes,2,9/29/2022
PATOS,Mesdite,17,9/29/2022
PATOS,Mbremje,3,9/29/2022
DORITOS,Mengjes,19,9/29/2022
DORITOS,Mesdite,16,9/29/2022
DORITOS,Mbremje,7,9/29/2022
JANA,Mengjes,31,9/29/2022
JANA,Mesdite,37,9/29/2022
JANA,Mbremje,48,9/29/2022
SKOPSKO,Mengjes,16,9/29/2022
SKOPSKO,Mesdite,22,9/29/2022
SKOPSKO,Mbremje,42,9/29/2022
Golden Eagle,Mengjes,25,9/30/2022
Golden Eagle,Mesdite,24,9/30/2022
Golden Eagle,Mbremje,38,9/30/2022
Birra Peja,Mengjes,10,9/30/2022
Birra Peja,Mesdite,16,9/30/2022
Birra Peja,Mbremje,25,9/30/2022
Lasko,Mengjes,27,9/30/2022
Lasko,Mesdite,46,9/30/2022
Lasko,Mbremje,28,9/30/2022
B52,Mengjes,31,9/30/2022
B52,Mesdite,48,9/30/2022
B52,Mbremje,21,9/30/2022
VIPA,Mengjes,24,9/30/2022
VIPA,Mesdite,2,9/30/2022
VIPA,Mbremje,1,9/30/2022
DR GERARD,Mengjes,42,9/30/2022
DR GERARD,Mesdite,35,9/30/2022
DR GERARD,Mbremje,30,9/30/2022
PATOS,Mengjes,36,9/30/2022
PATOS,Mesdite,46,9/30/2022
PATOS,Mbremje,50,9/30/2022
DORITOS,Mengjes,32,9/30/2022
DORITOS,Mesdite,43,9/30/2022
DORITOS,Mbremje,6,9/30/2022
JANA,Mengjes,34,9/30/2022
JANA,Mesdite,20,9/30/2022
JANA,Mbremje,23,9/30/2022
SKOPSKO,Mengjes,10,9/30/2022
SKOPSKO,Mesdite,22,9/30/2022
SKOPSKO,Mbremje,10,9/30/2022
Golden Eagle,Mengjes,10,10/1/2022
Golden Eagle,Mesdite,19,10/1/2022
Golden Eagle,Mbremje,4,10/1/2022
Birra Peja,Mengjes,29,10/1/2022
Birra Peja,Mesdite,43,10/1/2022
Birra Peja,Mbremje,21,10/1/2022
Lasko,Mengjes,47,10/1/2022
Lasko,Mesdite,12,10/1/2022
Lasko,Mbremje,27,10/1/2022
B52,Mengjes,40,10/1/2022
B52,Mesdite,10,10/1/2022
B52,Mbremje,14,10/1/2022
VIPA,Mengjes,20,10/1/2022
VIPA,Mesdite,38,10/1/2022
VIPA,Mbremje,15,10/1/2022
DR GERARD,Mengjes,42,10/1/2022
DR GERARD,Mesdite,13,10/1/2022
DR GERARD,Mbremje,6,10/1/2022
PATOS,Mengjes,31,10/1/2022
PATOS,Mesdite,35,10/1/2022
PATOS,Mbremje,32,10/1/2022
DORITOS,Mengjes,14,10/1/2022
DORITOS,Mesdite,21,10/1/2022
DORITOS,Mbremje,49,10/1/2022
JANA,Mengjes,18,10/1/2022
JANA,Mesdite,34,10/1/2022
JANA,Mbremje,11,10/1/2022
SKOPSKO,Mengjes,42,10/1/2022
SKOPSKO,Mesdite,15,10/1/2022
SKOPSKO,Mbremje,49,10/1/2022
Golden Eagle,Mengjes,29,10/2/2022
Golden Eagle,Mesdite,32,10/2/2022
Golden Eagle,Mbremje,26,10/2/2022
Birra Peja,Mengjes,28,10/2/2022
Birra Peja,Mesdite,31,10/2/2022
Birra Peja,Mbremje,4,10/2/2022
Lasko,Mengjes,41,10/2/2022
Lasko,Mesdite,15,10/2/2022
Lasko,Mbremje,35,10/2/2022
B52,Mengjes,32,10/2/2022
B52,Mesdite,28,10/2/2022
B52,Mbremje,50,10/2/2022
VIPA,Mengjes,41,10/2/2022
VIPA,Mesdite,50,10/2/2022
VIPA,Mbremje,3,10/2/2022
DR GERARD,Mengjes,29,10/2/2022
DR GERARD,Mesdite,24,10/2/2022
DR GERARD,Mbremje,1,10/2/2022
PATOS,Mengjes,32,10/2/2022
PATOS,Mesdite,37,10/2/2022
PATOS,Mbremje,29,10/2/2022
DORITOS,Mengjes,33,10/2/2022
DORITOS,Mesdite,31,10/2/2022
DORITOS,Mbremje,28,10/2/2022
JANA,Mengjes,20,10/2/2022
JANA,Mesdite,16,10/2/2022
JANA,Mbremje,8,10/2/2022
SKOPSKO,Mengjes,17,10/2/2022
