Produkti,KohaDites,Shitjet,Data
PATOS,Mesdite,9,2022-08-25
PATOS,Mbremje,35,2022-08-25
DORITOS,Mengjes,7,2022-08-25
DORITOS,Mesdite,24,2022-08-25
DORITOS,Mbremje,23,2022-08-25
JANA,Mengjes,33,2022-08-25
JANA,Mesdite,16,2022-08-25
JANA,Mbremje,18,2022-08-25
SKOPSKO,Mengjes,33,2022-08-25
SKOPSKO,Mesdite,27,2022-08-25
SKOPSKO,Mbremje,37,2022-08-25
Golden Eagle,Mengjes,19,2022-08-26
Golden Eagle,Mesdite,32,2022-08-26
Golden Eagle,Mbremje,15,2022-08-26
Birra Peja,Mengjes,9,2022-08-26
Birra Peja,Mesdite,7,2022-08-26
Birra Peja,Mbremje,37,2022-08-26
Lasko,Mengjes,14,2022-08-26
Lasko,Mesdite,5,2022-08-26
Lasko,Mbremje,35,2022-08-26
B52,Mengjes,6,2022-08-26
B52,Mesdite,47,2022-08-26
B52,Mbremje,19,2022-08-26
VIPA,Mengjes,39,2022-08-26
VIPA,Mesdite,9,2022-08-26
VIPA,Mbremje,46,2022-08-26
DR GERARD,Mengjes,17,2022-08-26
DR GERARD,Mesdite,14,2022-08-26
DR GERARD,Mbremje,43,2022-08-26
PATOS,Mengjes,5,2022-08-26
PATOS,Mesdite,4,2022-08-26
PATOS,Mbremje,26,2022-08-26
DORITOS,Mengjes,39,2022-08-26
DORITOS,Mesdite,18,2022-08-26
DORITOS,Mbremje,30,2022-08-26
JANA,Mengjes,40,2022-08-26
JANA,Mesdite,47,2022-08-26
JANA,Mbremje,45,2022-08-26
SKOPSKO,Mengjes,48,2022-08-26
SKOPSKO,Mesdite,24,2022-08-26
SKOPSKO,Mbremje,10,2022-08-26
Golden Eagle,Mengjes,47,2022-08-27
Golden Eagle,Mesdite,20,2022-08-27
Golden Eagle,Mbremje,46,2022-08-27
Birra Peja,Mengjes,48,2022-08-27
Birra Peja,Mesdite,6,2022-08-27
Birra Peja,Mbremje,32,2022-08-27
Lasko,Mengjes,35,2022-08-27
Lasko,Mesdite,41,2022-08-27
Lasko,Mbremje,32,2022-08-27
B52,Mengjes,24,2022-08-27
B52,Mesdite,7,2022-08-27
B52,Mbremje,31,2022-08-27
VIPA,Mengjes,42,2022-08-27
VIPA,Mesdite,34,2022-08-27
VIPA,Mbremje,25,2022-08-27
DR GERARD,Mengjes,50,2022-08-27
DR GERARD,Mesdite,2,2022-08-27
DR GERARD,Mbremje,1,2022-08-27
PATOS,Mengjes,31,2022-08-27
PATOS,Mesdite,34,2022-08-27
PATOS,Mbremje,12,2022-08-27
DORITOS,Mengjes,45,2022-08-27
DORITOS,Mesdite,26,2022-08-27
DORITOS,Mbremje,34,2022-08-27
JANA,Mengjes,8,2022-08-27
JANA,Mesdite,32,2022-08-27
JANA,Mbremje,42,2022-08-27
SKOPSKO,Mengjes,22,2022-08-27
SKOPSKO,Mesdite,32,2022-08-27
SKOPSKO,Mbremje,23,2022-08-27
Golden Eagle,Mengjes,16,2022-08-28
Golden Eagle,Mesdite,1,2022-08-28
Golden Eagle,Mbremje,33,2022-08-28
Birra Peja,Mengjes,25,2022-08-28
Birra Peja,Mesdite,48,2022-08-28
Birra Peja,Mbremje,34,2022-08-28
Lasko,Mengjes,8,2022-08-28
Lasko,Mesdite,13,2022-08-28
Lasko,Mbremje,35,2022-08-28
B52,Mengjes,36,2022-08-28
B52,Mesdite,15,2022-08-28
B52,Mbremje,27,2022-08-28
VIPA,Mengjes,44,2022-08-28
VIPA,Mesdite,24,2022-08-28
VIPA,Mbremje,44,2022-08-28
DR GERARD,Mengjes,45,2022-08-28
DR GERARD,Mesdite,50,2022-08-28
DR GERARD,Mbremje,20,2022-08-28
PATOS,Mengjes,2,2022-08-28
PATOS,Mesdite,25,2022-08-28
PATOS,Mbremje,30,2022-08-28
DORITOS,Mengjes,47,2022-08-28
DORITOS,Mesdite,8,2022-08-28
DORITOS,Mbremje,43,2022-08-28
JANA,Mengjes,33,2022-08-28
JANA,Mesdite,39,2022-08-28
JANA,Mbremje,27,2022-08-28
SKOPSKO,Mengjes,1,2022-08-28
SKOPSKO,Mesdite,34,2022-08-28
SKOPSKO,Mbremje,16,2022-08-28
Golden Eagle,Mengjes,50,2022-08-29
Golden Eagle,Mesdite,40,2022-08-29
Golden Eagle,Mbremje,35,2022-08-29
Birra Peja,Mengjes,14,2022-08-29
Birra Peja,Mesdite,11,2022-08-29
Birra Peja,Mbremje,41,2022-08-29
Lasko,Mengjes,21,2022-08-29
Lasko,Mesdite,15,2022-08-29
Lasko,Mbremje,48,2022-08-29
B52,Mengjes,8,2022-08-29
B52,Mesdite,44,2022-08-29
B52,Mbremje,8,2022-08-29
VIPA,Mengjes,45,2022-08-29
VIPA,Mesdite,38,2022-08-29
VIPA,Mbremje,11,2022-08-29
DR GERARD,Mengjes,24,2022-08-29
DR GERARD,Mesdite,49,2022-08-29
DR GERARD,Mbremje,33,2022-08-29
PATOS,Mengjes,44,2022-08-29
PATOS,Mesdite,22,2022-08-29
PATOS,Mbremje,2,2022-08-29
DORITOS,Mengjes,34,2022-08-29
DORITOS,Mesdite,25,2022-08-29
DORITOS,Mbremje,7,2022-08-29
JANA,Mengjes,6,2022-08-29
JANA,Mesdite,19,2022-08-29
JANA,Mbremje,6,2022-08-29
SKOPSKO,Mengjes,21,2022-08-29
SKOPSKO,Mesdite,17,2022-08-29
SKOPSKO,Mbremje,34,2022-08-29
Golden Eagle,Mengjes,5,2022-08-30
Golden Eagle,Mesdite,20,2022-08-30
Golden Eagle,Mbremje,13,2022-08-30
Birra Peja,Mengjes,29,2022-08-30
Birra Peja,Mesdite,50,2022-08-30
Birra Peja,Mbremje,1,2022-08-30
Lasko,Mengjes,16,2022-08-30
Lasko,Mesdite,44,2022-08-30
Lasko,Mbremje,45,2022-08-30
B52,Mengjes,38,2022-08-30
B52,Mesdite,34,2022-08-30
B52,Mbremje,11,2022-08-30
VIPA,Mengjes,14,2022-08-30
VIPA,Mesdite,26,2022-08-30
VIPA,Mbremje,38,2022-08-30
DR GERARD,Mengjes,23,2022-08-30
DR GERARD,Mesdite,13,2022-08-30
DR GERARD,Mbremje,26,2022-08-30
PATOS,Mengjes,16,2022-08-30
PATOS,Mesdite,40,2022-08-30
PATOS,Mbremje,33,2022-08-30
DORITOS,Mengjes,34,2022-08-30
DORITOS,Mesdite,6,2022-08-30
DORITOS,Mbremje,3,2022-08-30
JANA,Mengjes,4,2022-08-30
JANA,Mesdite,46,2022-08-30
JANA,Mbremje,18,2022-08-30
SKOPSKO,Mengjes,24,2022-08-30
SKOPSKO,Mesdite,3,2022-08-30
SKOPSKO,Mbremje,44,2022-08-30
Golden Eagle,Mengjes,29,2022-08-31
Golden Eagle,Mesdite,25,2022-08-31
Golden Eagle,Mbremje,41,2022-08-31
Birra Peja,Mengjes,47,2022-08-31
Birra Peja,Mesdite,23,2022-08-31
Birra Peja,Mbremje,16,2022-08-31
Lasko,Mengjes,8,2022-08-31
Lasko,Mesdite,12,2022-08-31
Lasko,Mbremje,18,2022-08-31
B52,Mengjes,20,2022-08-31
B52,Mesdite,43,2022-08-31
B52,Mbremje,43,2022-08-31
VIPA,Mengjes,33,2022-08-31
VIPA,Mesdite,46,2022-08-31
VIPA,Mbremje,38,2022-08-31
DR GERARD,Mengjes,37,2022-08-31
DR GERARD,Mesdite,37,2022-08-31
DR GERARD,Mbremje,3,2022-08-31
PATOS,Mengjes,43,2022-08-31
PATOS,Mesdite,15,2022-08-31
PATOS,Mbremje,49,2022-08-31
DORITOS,Mengjes,31,2022-08-31
DORITOS,Mesdite,14,2022-08-31
DORITOS,Mbremje,15,2022-08-31
JANA,Mengjes,44,2022-08-31
JANA,Mesdite,11,2022-08-31
JANA,Mbremje,40,2022-08-31
SKOPSKO,Mengjes,4,2022-08-31
SKOPSKO,Mesdite,44,2022-08-31
SKOPSKO,Mbremje,37,2022-08-31
Golden Eagle,Mengjes,26,2022-09-01
Golden Eagle,Mesdite,34,2022-09-01
Golden Eagle,Mbremje,14,2022-09-01
Birra Peja,Mengjes,24,2022-09-01
Birra Peja,Mesdite,15,2022-09-01
Birra Peja,Mbremje,11,2022-09-01
Lasko,Mengjes,47,2022-09-01
Lasko,Mesdite,32,2022-09-01
Lasko,Mbremje,49,2022-09-01
B52,Mengjes,25,2022-09-01
B52,Mesdite,5,2022-09-01
B52,Mbremje,43,2022-09-01
VIPA,Mengjes,49,2022-09-01
VIPA,Mesdite,28,2022-09-01
VIPA,Mbremje,8,2022-09-01
DR GERARD,Mengjes,29,2022-09-01
DR GERARD,Mesdite,2,2022-09-01
DR GERARD,Mbremje,50,2022-09-01
PATOS,Mengjes,37,2022-09-01
PATOS,Mesdite,8,2022-09-01
PATOS,Mbremje,34,2022-09-01
DORITOS,Mengjes,26,2022-09-01
DORITOS,Mesdite,26,2022-09-01
DORITOS,Mbremje,22,2022-09-01
JANA,Mengjes,11,2022-09-01
JANA,Mesdite,12,2022-09-01
JANA,Mbremje,17,2022-09-01
SKOPSKO,Mengjes,23,2022-09-01
SKOPSKO,Mesdite,44,2022-09-01
SKOPSKO,Mbremje,40,2022-09-01
Golden Eagle,Mengjes,20,2022-09-02
Golden Eagle,Mesdite,33,2022-09-02
Golden Eagle,Mbremje,44,2022-09-02
Birra Peja,Mengjes,10,2022-09-02
Birra Peja,Mesdite,17,2022-09-02
Birra Peja,Mbremje,40,2022-09-02
Lasko,Mengjes,34,2022-09-02
Lasko,Mesdite,35,2022-09-02
Lasko,Mbremje,2,2022-09-02
B52,Mengjes,13,2022-09-02
B52,Mesdite,40,2022-09-02
B52,Mbremje,47,2022-09-02
VIPA,Mengjes,3,2022-09-02
VIPA,Mesdite,6,2022-09-02
VIPA,Mbremje,2,2022-09-02
DR GERARD,Mengjes,16,2022-09-02
DR GERARD,Mesdite,1,2022-09-02
DR GERARD,Mbremje,11,2022-09-02
PATOS,Mengjes,32,2022-09-02
PATOS,Mesdite,26,2022-09-02
PATOS,Mbremje,28,2022-09-02
DORITOS,Mengjes,50,2022-09-02
DORITOS,Mesdite,28,2022-09-02
DORITOS,Mbremje,31,2022-09-02
JANA,Mengjes,34,2022-09-02
JANA,Mesdite,24,2022-09-02
JANA,Mbremje,48,2022-09-02
SKOPSKO,Mengjes,5,2022-09-02
SKOPSKO,Mesdite,15,2022-09-02
SKOPSKO,Mbremje,24,2022-09-02
Golden Eagle,Mengjes,21,2022-09-03
Golden Eagle,Mesdite,4,2022-09-03
Golden Eagle,Mbremje,44,2022-09-03
Birra Peja,Mengjes,30,2022-09-03
Birra Peja,Mesdite,30,2022-09-03
Birra Peja,Mbremje,12,2022-09-03
Lasko,Mengjes,28,2022-09-03
Lasko,Mesdite,8,2022-09-03
Lasko,Mbremje,20,2022-09-03
B52,Mengjes,6,2022-09-03
B52,Mesdite,36,2022-09-03
B52,Mbremje,34,2022-09-03
VIPA,Mengjes,15,2022-09-03
VIPA,Mesdite,20,2022-09-03
VIPA,Mbremje,42,2022-09-03
DR GERARD,Mengjes,11,2022-09-03
DR GERARD,Mesdite,50,2022-09-03
DR GERARD,Mbremje,15,2022-09-03
PATOS,Mengjes,23,2022-09-03
PATOS,Mesdite,14,2022-09-03
PATOS,Mbremje,6,2022-09-03
DORITOS,Mengjes,32,2022-09-03
DORITOS,Mesdite,7,2022-09-03
DORITOS,Mbremje,28,2022-09-03
JANA,Mengjes,46,2022-09-03
JANA,Mesdite,29,2022-09-03
JANA,Mbremje,45,2022-09-03
SKOPSKO,Mengjes,5,2022-09-03
SKOPSKO,Mesdite,37,2022-09-03
SKOPSKO,Mbremje,15,2022-09-03
Golden Eagle,Mengjes,37,2022-09-04
Golden Eagle,Mesdite,32,2022-09-04
Golden Eagle,Mbremje,7,2022-09-04
Birra Peja,Mengjes,20,2022-09-04
Birra Peja,Mesdite,36,2022-09-04
Birra Peja,Mbremje,10,2022-09-04
Lasko,Mengjes,20,2022-09-04
Lasko,Mesdite,25,2022-09-04
Lasko,Mbremje,35,2022-09-04
B52,Mengjes,39,2022-09-04
B52,Mesdite,30,2022-09-04
B52,Mbremje,24,2022-09-04
VIPA,Mengjes,25,2022-09-04
VIPA,Mesdite,50,2022-09-04
VIPA,Mbremje,18,2022-09-04
DR GERARD,Mengjes,5,2022-09-04
DR GERARD,Mesdite,14,2022-09-04
DR GERARD,Mbremje,33,2022-09-04
PATOS,Mengjes,5,2022-09-04
PATOS,Mesdite,44,2022-09-04
PATOS,Mbremje,34,2022-09-04
DORITOS,Mengjes,40,2022-09-04
DORITOS,Mesdite,6,2022-09-04
DORITOS,Mbremje,5,2022-09-04
JANA,Mengjes,38,2022-09-04
JANA,Mesdite,16,2022-09-04
JANA,Mbremje,16,2022-09-04
SKOPSKO,Mengjes,10,2022-09-04
SKOPSKO,Mesdite,34,2022-09-04
SKOPSKO,Mbremje,29,2022-09-04
Golden Eagle,Mengjes,12,2022-09-05
Golden Eagle,Mesdite,22,2022-09-05
Golden Eagle,Mbremje,45,2022-09-05
Birra Peja,Mengjes,24,2022-09-05
Birra Peja,Mesdite,42,2022-09-05
Birra Peja,Mbremje,45,2022-09-05
Lasko,Mengjes,42,2022-09-05
Lasko,Mesdite,17,2022-09-05
Lasko,Mbremje,21,2022-09-05
B52,Mengjes,11,2022-09-05
B52,Mesdite,38,2022-09-05
B52,Mbremje,12,2022-09-05
VIPA,Mengjes,9,2022-09-05
VIPA,Mesdite,44,2022-09-05
VIPA,Mbremje,32,2022-09-05
DR GERARD,Mengjes,8,2022-09-05
DR GERARD,Mesdite,13,2022-09-05
DR GERARD,Mbremje,6,2022-09-05
PATOS,Mengjes,27,2022-09-05
PATOS,Mesdite,10,2022-09-05
PATOS,Mbremje,40,2022-09-05
DORITOS,Mengjes,5,2022-09-05
DORITOS,Mesdite,37,2022-09-05
DORITOS,Mbremje,34,2022-09-05
JANA,Mengjes,28,2022-09-05
JANA,Mesdite,49,2022-09-05
JANA,Mbremje,50,2022-09-05
SKOPSKO,Mengjes,45,2022-09-05
SKOPSKO,Mesdite,13,2022-09-05
SKOPSKO,Mbremje,6,2022-09-05
Golden Eagle,Mengjes,37,2022-09-06
Golden Eagle,Mesdite,18,2022-09-06
Golden Eagle,Mbremje,2,2022-09-06
Birra Peja,Mengjes,40,2022-09-06
Birra Peja,Mesdite,4,2022-09-06
Birra Peja,Mbremje,14,2022-09-06
Lasko,Mengjes,30,2022-09-06
Lasko,Mesdite,12,2022-09-06
Lasko,Mbremje,2,2022-09-06
B52,Mengjes,49,2022-09-06
B52,Mesdite,26,2022-09-06
B52,Mbremje,40,2022-09-06
VIPA,Mengjes,34,2022-09-06
VIPA,Mesdite,24,2022-09-06
VIPA,Mbremje,46,2022-09-06
DR GERARD,Mengjes,41,2022-09-06
DR GERARD,Mesdite,42,2022-09-06
DR GERARD,Mbremje,50,2022-09-06
PATOS,Mengjes,45,2022-09-06
PATOS,Mesdite,50,2022-09-06
PATOS,Mbremje,13,2022-09-06
DORITOS,Mengjes,30,2022-09-06
DORITOS,Mesdite,49,2022-09-06
DORITOS,Mbremje,5,2022-09-06
JANA,Mengjes,41,2022-09-06
JANA,Mesdite,45,2022-09-06
JANA,Mbremje,28,2022-09-06
SKOPSKO,Mengjes,46,2022-09-06
SKOPSKO,Mesdite,10,2022-09-06
SKOPSKO,Mbremje,17,2022-09-06
Golden Eagle,Mengjes,32,2022-09-07
Golden Eagle,Mesdite,44,2022-09-07
Golden Eagle,Mbremje,28,2022-09-07
Birra Peja,Mengjes,5,2022-09-07
Birra Peja,Mesdite,44,2022-09-07
Birra Peja,Mbremje,50,2022-09-07
Lasko,Mengjes,35,2022-09-07
Lasko,Mesdite,43,2022-09-07
Lasko,Mbremje,17,2022-09-07
B52,Mengjes,48,2022-09-07
B52,Mesdite,16,2022-09-07
B52,Mbremje,16,2022-09-07
VIPA,Mengjes,48,2022-09-07
VIPA,Mesdite,27,2022-09-07
VIPA,Mbremje,49,2022-09-07
DR GERARD,Mengjes,22,2022-09-07
DR GERARD,Mesdite,3,2022-09-07
DR GERARD,Mbremje,12,2022-09-07
PATOS,Mengjes,8,2022-09-07
PATOS,Mesdite,41,2022-09-07
PATOS,Mbremje,47,2022-09-07
DORITOS,Mengjes,7,2022-09-07
DORITOS,Mesdite,41,2022-09-07
DORITOS,Mbremje,34,2022-09-07
JANA,Mengjes,25,2022-09-07
JANA,Mesdite,23,2022-09-07
JANA,Mbremje,31,2022-09-07
SKOPSKO,Mengjes,2,2022-09-07
SKOPSKO,Mesdite,14,2022-09-07
SKOPSKO,Mbremje,24,2022-09-07
Golden Eagle,Mengjes,28,2022-09-08
Golden Eagle,Mesdite,39,2022-09-08
Golden Eagle,Mbremje,23,2022-09-08
Birra Peja,Mengjes,25,2022-09-08
Birra Peja,Mesdite,3,2022-09-08
Birra Peja,Mbremje,26,2022-09-08
Lasko,Mengjes,36,2022-09-08
Lasko,Mesdite,2,2022-09-08
Lasko,Mbremje,21,2022-09-08
B52,Mengjes,29,2022-09-08
B52,Mesdite,11,2022-09-08
B52,Mbremje,37,2022-09-08
VIPA,Mengjes,3,2022-09-08
VIPA,Mesdite,31,2022-09-08
VIPA,Mbremje,44,2022-09-08
DR GERARD,Mengjes,28,2022-09-08
DR GERARD,Mesdite,13,2022-09-08
DR GERARD,Mbremje,2,2022-09-08
PATOS,Mengjes,26,2022-09-08
PATOS,Mesdite,43,2022-09-08
PATOS,Mbremje,35,2022-09-08
DORITOS,Mengjes,39,2022-09-08
DORITOS,Mesdite,8,2022-09-08
DORITOS,Mbremje,7,2022-09-08
JANA,Mengjes,12,2022-09-08
JANA,Mesdite,28,2022-09-08
JANA,Mbremje,24,2022-09-08
SKOPSKO,Mengjes,44,2022-09-08
SKOPSKO,Mesdite,44,2022-09-08
SKOPSKO,Mbremje,13,2022-09-08
Golden Eagle,Mengjes,43,2022-09-09
Golden Eagle,Mesdite,1,2022-09-09
Golden Eagle,Mbremje,19,2022-09-09
Birra Peja,Mengjes,4,2022-09-09
Birra Peja,Mesdite,26,2022-09-09
Birra Peja,Mbremje,5,2022-09-09
Lasko,Mengjes,26,2022-09-09
Lasko,Mesdite,5,2022-09-09
Lasko,Mbremje,7,2022-09-09
B52,Mengjes,2,2022-09-09
B52,Mesdite,35,2022-09-09
B52,Mbremje,32,2022-09-09
VIPA,Mengjes,49,2022-09-09
VIPA,Mesdite,48,2022-09-09
VIPA,Mbremje,17,2022-09-09
DR GERARD,Mengjes,8,2022-09-09
DR GERARD,Mesdite,37,2022-09-09
DR GERARD,Mbremje,42,2022-09-09
PATOS,Mengjes,5,2022-09-09
PATOS,Mesdite,14,2022-09-09
PATOS,Mbremje,9,2022-09-09
DORITOS,Mengjes,38,2022-09-09
DORITOS,Mesdite,1,2022-09-09
DORITOS,Mbremje,14,2022-09-09
JANA,Mengjes,38,2022-09-09
JANA,Mesdite,23,2022-09-09
JANA,Mbremje,11,2022-09-09
SKOPSKO,Mengjes,26,2022-09-09
SKOPSKO,Mesdite,17,2022-09-09
SKOPSKO,Mbremje,40,2022-09-09
Golden Eagle,Mengjes,46,2022-09-10
Golden Eagle,Mesdite,7,2022-09-10
Golden Eagle,Mbremje,37,2022-09-10
Birra Peja,Mengjes,37,2022-09-10
Birra Peja,Mesdite,31,2022-09-10
Birra Peja,Mbremje,42,2022-09-10
Lasko,Mengjes,45,2022-09-10
Lasko,Mesdite,34,2022-09-10
Lasko,Mbremje,16,2022-09-10
B52,Mengjes,31,2022-09-10
B52,Mesdite,5,2022-09-10
B52,Mbremje,34,2022-09-10
VIPA,Mengjes,3,2022-09-10
VIPA,Mesdite,48,2022-09-10
VIPA,Mbremje,21,2022-09-10
DR GERARD,Mengjes,25,2022-09-10
DR GERARD,Mesdite,12,2022-09-10
DR GERARD,Mbremje,21,2022-09-10
PATOS,Mengjes,46,2022-09-10
PATOS,Mesdite,19,2022-09-10
PATOS,Mbremje,36,2022-09-10
DORITOS,Mengjes,26,2022-09-10
DORITOS,Mesdite,6,2022-09-10
DORITOS,Mbremje,2,2022-09-10
JANA,Mengjes,37,2022-09-10
JANA,Mesdite,32,2022-09-10
JANA,Mbremje,48,2022-09-10
SKOPSKO,Mengjes,46,2022-09-10
SKOPSKO,Mesdite,17,2022-09-10
SKOPSKO,Mbremje,50,2022-09-10
Golden Eagle,Mengjes,5,2022-09-11
Golden Eagle,Mesdite,4,2022-09-11
Golden Eagle,Mbremje,49,2022-09-11
Birra Peja,Mengjes,19,2022-09-11
Birra Peja,Mesdite,24,2022-09-11
Birra Peja,Mbremje,21,2022-09-11
Lasko,Mengjes,5,2022-09-11
Lasko,Mesdite,2,2022-09-11
Lasko,Mbremje,11,2022-09-11
B52,Mengjes,6,2022-09-11
B52,Mesdite,48,2022-09-11
B52,Mbremje,44,2022-09-11
VIPA,Mengjes,27,2022-09-11
VIPA,Mesdite,7,2022-09-11
VIPA,Mbremje,37,2022-09-11
DR GERARD,Mengjes,44,2022-09-11
DR GERARD,Mesdite,3,2022-09-11
DR GERARD,Mbremje,39,2022-09-11
PATOS,Mengjes,30,2022-09-11
PATOS,Mesdite,16,2022-09-11
PATOS,Mbremje,42,2022-09-11
DORITOS,Mengjes,14,2022-09-11
DORITOS,Mesdite,40,2022-09-11
DORITOS,Mbremje,31,2022-09-11
JANA,Mengjes,26,2022-09-11
JANA,Mesdite,16,2022-09-11
JANA,Mbremje,23,2022-09-11
SKOPSKO,Mengjes,38,2022-09-11
SKOPSKO,Mesdite,5,2022-09-11
SKOPSKO,Mbremje,27,2022-09-11
Golden Eagle,Mengjes,26,2022-09-12
Golden Eagle,Mesdite,42,2022-09-12
Golden Eagle,Mbremje,40,2022-09-12
Birra Peja,Mengjes,26,2022-09-12
Birra Peja,Mesdite,50,2022-09-12
Birra Peja,Mbremje,38,2022-09-12
Lasko,Mengjes,13,2022-09-12
Lasko,Mesdite,34,2022-09-12
Lasko,Mbremje,26,2022-09-12
B52,Mengjes,43,2022-09-12
B52,Mesdite,44,2022-09-12
B52,Mbremje,28,2022-09-12
VIPA,Mengjes,30,2022-09-12
VIPA,Mesdite,10,2022-09-12
VIPA,Mbremje,8,2022-09-12
DR GERARD,Mengjes,39,2022-09-12
DR GERARD,Mesdite,22,2022-09-12
DR GERARD,Mbremje,30,2022-09-12
PATOS,Mengjes,49,2022-09-12
PATOS,Mesdite,22,2022-09-12
PATOS,Mbremje,45,2022-09-12
DORITOS,Mengjes,10,2022-09-12
DORITOS,Mesdite,12,2022-09-12
DORITOS,Mbremje,26,2022-09-12
JANA,Mengjes,2,2022-09-12
JANA,Mesdite,8,2022-09-12
JANA,Mbremje,36,2022-09-12
SKOPSKO,Mengjes,22,2022-09-12
SKOPSKO,Mesdite,9,2022-09-12
SKOPSKO,Mbremje,1,2022-09-12
Golden Eagle,Mengjes,12,2022-09-13
Golden Eagle,Mesdite,41,2022-09-13
Golden Eagle,Mbremje,43,2022-09-13
Birra Peja,Mengjes,8,2022-09-13
Birra Peja,Mesdite,37,2022-09-13
Birra Peja,Mbremje,39,2022-09-13
Lasko,Mengjes,48,2022-09-13
Lasko,Mesdite,4,2022-09-13
Lasko,Mbremje,39,2022-09-13
B52,Mengjes,32,2022-09-13
B52,Mesdite,36,2022-09-13
B52,Mbremje,49,2022-09-13
VIPA,Mengjes,38,2022-09-13
VIPA,Mesdite,18,2022-09-13
VIPA,Mbremje,35,2022-09-13
DR GERARD,Mengjes,46,2022-09-13
DR GERARD,Mesdite,49,2022-09-13
DR GERARD,Mbremje,14,2022-09-13
PATOS,Mengjes,42,2022-09-13
PATOS,Mesdite,3,2022-09-13
PATOS,Mbremje,12,2022-09-13
DORITOS,Mengjes,2,2022-09-13
DORITOS,Mesdite,42,2022-09-13
DORITOS,Mbremje,21,2022-09-13
JANA,Mengjes,24,2022-09-13
JANA,Mesdite,25,2022-09-13
JANA,Mbremje,38,2022-09-13
SKOPSKO,Mengjes,36,2022-09-13
SKOPSKO,Mesdite,40,2022-09-13
SKOPSKO,Mbremje,3,2022-09-13
Golden Eagle,Mengjes,49,2022-09-14
Golden Eagle,Mesdite,44,2022-09-14
Golden Eagle,Mbremje,20,2022-09-14
Birra Peja,Mengjes,34,2022-09-14
Birra Peja,Mesdite,5,2022-09-14
Birra Peja,Mbremje,8,2022-09-14
Lasko,Mengjes,25,2022-09-14
Lasko,Mesdite,6,2022-09-14
Lasko,Mbremje,34,2022-09-14
B52,Mengjes,14,2022-09-14
B52,Mesdite,13,2022-09-14
B52,Mbremje,24,2022-09-14
VIPA,Mengjes,27,2022-09-14
VIPA,Mesdite,48,2022-09-14
VIPA,Mbremje,46,2022-09-14
DR GERARD,Mengjes,34,2022-09-14
DR GERARD,Mesdite,39,2022-09-14
DR GERARD,Mbremje,13,2022-09-14
PATOS,Mengjes,50,2022-09-14
PATOS,Mesdite,30,2022-09-14
PATOS,Mbremje,2,2022-09-14
DORITOS,Mengjes,48,2022-09-14
DORITOS,Mesdite,4,2022-09-14
DORITOS,Mbremje,20,2022-09-14
JANA,Mengjes,11,2022-09-14
JANA,Mesdite,6,2022-09-14
JANA,Mbremje,47,2022-09-14
SKOPSKO,Mengjes,7,2022-09-14
SKOPSKO,Mesdite,33,2022-09-14
SKOPSKO,Mbremje,29,2022-09-14
Golden Eagle,Mengjes,33,2022-09-15
Golden Eagle,Mesdite,10,2022-09-15
Golden Eagle,Mbremje,44,2022-09-15
Birra Peja,Mengjes,47,2022-09-15
Birra Peja,Mesdite,9,2022-09-15
Birra Peja,Mbremje,23,2022-09-15
Lasko,Mengjes,10,2022-09-15
Lasko,Mesdite,37,2022-09-15
Lasko,Mbremje,47,2022-09-15
B52,Mengjes,38,2022-09-15
B52,Mesdite,34,2022-09-15
B52,Mbremje,19,2022-09-15
VIPA,Mengjes,22,2022-09-15
VIPA,Mesdite,25,2022-09-15
VIPA,Mbremje,12,2022-09-15
DR GERARD,Mengjes,43,2022-09-15
DR GERARD,Mesdite,38,2022-09-15
DR GERARD,Mbremje,13,2022-09-15
PATOS,Mengjes,7,2022-09-15
PATOS,Mesdite,46,2022-09-15
PATOS,Mbremje,45,2022-09-15
DORITOS,Mengjes,36,2022-09-15
DORITOS,Mesdite,6,2022-09-15
DORITOS,Mbremje,8,2022-09-15
JANA,Mengjes,27,2022-09-15
JANA,Mesdite,36,2022-09-15
JANA,Mbremje,17,2022-09-15
SKOPSKO,Mengjes,50,2022-09-15
SKOPSKO,Mesdite,16,2022-09-15
SKOPSKO,Mbremje,23,2022-09-15
Golden Eagle,Mengjes,21,2022-09-16
Golden Eagle,Mesdite,47,2022-09-16
Golden Eagle,Mbremje,44,2022-09-16
Birra Peja,Mengjes,38,2022-09-16
Birra Peja,Mesdite,48,2022-09-16
Birra Peja,Mbremje,7,2022-09-16
Lasko,Mengjes,25,2022-09-16
Lasko,Mesdite,37,2022-09-16
Lasko,Mbremje,13,2022-09-16
B52,Mengjes,44,2022-09-16
B52,Mesdite,26,2022-09-16
B52,Mbremje,44,2022-09-16
VIPA,Mengjes,1,2022-09-16
VIPA,Mesdite,31,2022-09-16
VIPA,Mbremje,2,2022-09-16
DR GERARD,Mengjes,28,2022-09-16
DR GERARD,Mesdite,2,2022-09-16
DR GERARD,Mbremje,15,2022-09-16
PATOS,Mengjes,35,2022-09-16
PATOS,Mesdite,31,2022-09-16
PATOS,Mbremje,30,2022-09-16
DORITOS,Mengjes,45,2022-09-16
DORITOS,Mesdite,8,2022-09-16
DORITOS,Mbremje,29,2022-09-16
JANA,Mengjes,42,2022-09-16
JANA,Mesdite,9,2022-09-16
JANA,Mbremje,47,2022-09-16
SKOPSKO,Mengjes,34,2022-09-16
SKOPSKO,Mesdite,11,2022-09-16
SKOPSKO,Mbremje,17,2022-09-16
Golden Eagle,Mengjes,17,2022-09-17
